method,n_strata,ARI_mean,ARI_sd,ARI_se,ARI_ci95,C1_heterogeneity_mean,C1_heterogeneity_sd,C1_heterogeneity_se,C1_heterogeneity_ci95,W_true_mean,W_true_sd,W_true_se,W_true_ci95,W_est_mean,W_est_sd,W_est_se,W_est_ci95,bias_crude_mean,bias_crude_sd,bias_crude_se,bias_crude_ci95,bias_stratified_mean,bias_stratified_sd,bias_stratified_se,bias_stratified_ci95,bias_re_mean,bias_re_sd,bias_re_se,bias_re_ci95,bias_reduction_mean,bias_reduction_sd,bias_reduction_se,bias_reduction_ci95,bias_reduction_relative_mean,bias_reduction_relative_sd,bias_reduction_relative_se,bias_reduction_relative_ci95,bias_reduction_re_mean,bias_reduction_re_sd,bias_reduction_re_se,bias_reduction_re_ci95,bias_reduction_relative_re_mean,bias_reduction_relative_re_sd,bias_reduction_relative_re_se,bias_reduction_relative_re_ci95,re_tau2_mean,re_tau2_sd,re_tau2_se,re_tau2_ci95,re_I2_mean,re_I2_sd,re_I2_se,re_I2_ci95,abs_bias_crude_mean,abs_bias_stratified_mean,abs_bias_crude_se,abs_bias_stratified_se,abs_bias_re_mean,abs_bias_re_se
PS_propensity_score,10,0.005423117156852365,0.004679679804236604,0.0006618066646714876,0.0012971410627561155,0.967344313589379,0.08876427829758635,0.01255316462227064,0.024604202659650454,0.07597915426285398,0.06458609779435469,0.009133853544153143,0.017902352946540162,0.050943408612398926,0.0647467569468052,0.009156574179384633,0.01794688539159388,0.01965450660573001,0.01646716346007125,0.002328808589904742,0.004564464836213295,0.017875027465589582,0.014440734884441909,0.0020422283124212014,0.004002767492345555,0.016945747736343875,0.01352819390280565,0.0019131755291760763,0.0037498240371851093,0.0017794791401404381,0.008659003976261419,0.0012245680859871457,0.0024001534485348056,0.0905379705447118,1.1675619181850787,0.057895701344448755,0.32363165232310614,0.002708758869386126,0.009295566846433113,0.0013145916704171408,0.002576599674017596,0.13781871627326592,1.5338037975613554,0.05911598876455947,0.4251487219760027,0.00030016352436428603,0.0008288160614278696,0.00011721229147839455,0.00022973609129765333,0.044411009189780436,0.10028813567629437,0.014182884161852854,0.027798452957231594,0.01965450660573001,0.017875027465589582,0.002328808589904742,0.0020422283124212014,0.016945747736343875,0.0019131755291760763
Prognostic_score,3,0.025324114511503355,0.004649411021397395,0.0006575260123507141,0.0012887509842073996,0.8442240689663358,0.2215909505757272,0.031337692760333956,0.06142187781025455,0.2933418039776662,0.03486764452394492,0.004931029577376688,0.009664817971658309,0.07894202512940798,0.09401132767958642,0.013295209462117227,0.026058610545749764,0.020691046476992634,0.01489442327684498,0.0021063895401839685,0.004128523498760578,0.017336593697061687,0.01238600543121004,0.0017516456864444052,0.0034332255454310344,0.014024475032070279,0.012577484517587313,0.0017787249185309603,0.003486300840320682,0.003354452779930927,0.008558802577971954,0.0012103974683441746,0.002372379037954582,0.1621209823128532,4.763095057123821,0.05119976487709539,1.3202625912167247,0.006666571444922338,0.012447158245110274,0.0017602940003239042,0.0034501762406348524,0.3221959533238319,5.382426379586536,0.07087735495413426,1.491932475359255,0.0002752476670787604,0.0004969253458900285,7.027585636446196e-05,0.00013774067847434544,0.12977144904953708,0.19137962383585302,0.027065165959052458,0.053047725279742816,0.020691046476992634,0.017336593697061687,0.0021063895401839685,0.0017516456864444052,0.014024475032070279,0.0017787249185309603
Prognostic_score,5,0.026292602985774557,0.004761356713023604,0.0006733575238854161,0.0013197807468154157,0.8577697421649969,0.20200246378510475,0.02856746239176751,0.055992226287864315,0.32230310135537416,0.040874927400445855,0.005780587669072616,0.011329951831382327,0.10716036772458234,0.10603500893286764,0.01499561477192137,0.029391404952965883,0.018647391223510633,0.01373854689967074,0.0019429239352813197,0.0038081309131513864,0.01848876029925123,0.012089102538908162,0.001709657276744294,0.0033509282624188163,0.014302809349805143,0.011563028585524182,0.0016352591847756085,0.0032051080021601925,0.00015863092425941736,0.008491886755064054,0.0012009341419148038,0.0023538309181530153,0.008506869532473815,1.1813061918329624,0.06397115735964252,0.3274413706098757,0.004344581873705487,0.013083184169565073,0.0018502416491623904,0.003626473632358285,0.23298604194177253,2.57002500213348,0.08604077966603048,0.7123745858764016,0.0004883347071510555,0.0008815084136019215,0.0001246641153861829,0.00024434166615691844,0.14106366083326033,0.21887985090138534,0.030954285367494005,0.06067039932028825,0.018647391223510633,0.01848876029925123,0.0019429239352813197,0.001709657276744294,0.014302809349805143,0.0016352591847756085
Prognostic_score,10,0.022465657895428374,0.004166810570907226,0.0005892760021216578,0.0011549809641584492,0.9543205318167226,0.10624410431476365,0.015025185324412061,0.02944936323584764,0.35109850074065924,0.041876033503653105,0.005922165451925633,0.01160744428577424,0.09929166802930135,0.09560258894763474,0.01352024778877252,0.02649968566599414,0.01965450660573001,0.01646716346007125,0.002328808589904742,0.004564464836213295,0.01720598557486866,0.014364745179158488,0.002031481745239947,0.003981704220670296,0.013645421712521186,0.010333733965493155,0.0014614106723955926,0.002864364917895361,0.0024485210308613503,0.00849922007055425,0.0012019712293371433,0.0023558636095008007,0.12457809702267042,1.5938677829964472,0.055442013962153126,0.44179760932725004,0.00600908489320881,0.013436021408676353,0.0019001403700485355,0.0037242751252951293,0.30573572838795937,2.356993280383343,0.0721057274154315,0.6533252052539135,0.0003482441926953857,0.0006804259543060459,9.622676127702659e-05,0.00018860445210297212,0.07914018843664464,0.13726271213611188,0.019411878911100345,0.038047282665756674,0.01965450660573001,0.01720598557486866,0.002328808589904742,0.002031481745239947,0.013645421712521186,0.0014614106723955926
baseline_oracle_kmeans,3,0.31713314630100947,0.013966835347785807,0.001975208797227063,0.0038714092425650433,0.8522224553981491,0.2591715219050593,0.036652388125901054,0.07183868072676607,0.22649367451545582,0.0597801416327821,0.008454188705766493,0.016570209863302328,0.02261166377443252,0.020125815652764098,0.002846220144995971,0.005578591484192103,0.020691046476992634,0.01489442327684498,0.0021063895401839685,0.004128523498760578,0.019680509100754574,0.014928473250689042,0.002111204933664841,0.004137961669983088,0.018131814238777924,0.012242139000163492,0.001731299900648781,0.003393347805271611,0.0010105373762380398,0.0056926078528710235,0.0008050563230801786,0.00157791039323715,0.0488393555812523,1.6281618058286857,0.038301011161022344,0.4513034274779962,0.0025592322382146843,0.006900782633450496,0.0009759180391214414,0.0019127993566780252,0.12368790728204315,2.7385869703971797,0.04113586161984913,0.7590975797136916,0.000751401469589846,0.0015727406834970493,0.00022241912046974585,0.00043594147612070186,0.16176285154597717,0.2848405908240921,0.04028254266577964,0.07895378362492808,0.020691046476992634,0.019680509100754574,0.0021063895401839685,0.002111204933664841,0.018131814238777924,0.001731299900648781
baseline_oracle_kmeans,5,0.3722660887116946,0.018791578279718137,0.002657530486157306,0.00520875975286832,0.9126350345655081,0.14674473847703354,0.020752839936111378,0.0406755662747783,0.3548217400165187,0.10913695747823278,0.015434296542185257,0.030251221222683103,0.030391323164213366,0.020485145906714047,0.00289703711684667,0.005678192749019473,0.018647391223510633,0.01373854689967074,0.0019429239352813197,0.0038081309131513864,0.019008631721070278,0.011843785677463971,0.0016749642334909763,0.0032829298976423133,0.016509492285790416,0.01139336657075393,0.0016112653525448448,0.0031580800909878958,-0.00036124049755963193,0.008302137013427035,0.0011740994761068174,0.002301234973169362,-0.019372173470795895,2.8249090652078284,0.06402535798336091,0.7830248436475721,0.0021378989377202075,0.012541969487402714,0.001773702334795445,0.003476456576199072,0.11464868796364147,3.415012352975616,0.08811467902525645,0.9465931299089552,0.0003698519341425291,0.000615862656553559,8.709613214571666e-05,0.00017070841900560465,0.12358946005515968,0.18614383874501586,0.026324714130539183,0.0515964396958568,0.018647391223510633,0.019008631721070278,0.0019429239352813197,0.0016749642334909763,0.016509492285790416,0.0016112653525448448
baseline_oracle_kmeans,10,0.5856375073599279,0.055736108852296996,0.007882276105282153,0.01544926116635302,0.9294962223311092,0.12331110518844243,0.017438823734871062,0.03418009452034728,0.6723168852148613,0.0455337599565323,0.006439446087636892,0.012621314331768309,0.05799028091637148,0.03677463011309989,0.005200718065719989,0.01019340740881118,0.01965450660573001,0.01646716346007125,0.002328808589904742,0.004564464836213295,0.018040323645933255,0.016127446277463056,0.002280765325203174,0.004470300037398221,0.012307845634509419,0.010261987473287588,0.0014512641861626117,0.002844477804878719,0.001614182959796766,0.009369268985770259,0.0013250147269197913,0.002597028864762791,0.08212787999095139,0.8777027159300569,0.06495521262332088,0.24328678058159733,0.007346660971220585,0.012613916292146423,0.0017838771494992414,0.0034963992130185133,0.3737901499434624,1.1629070688071317,0.06253247734200497,0.32234139390337113,0.000527366625155478,0.0009458920463674629,0.00013376933605137065,0.0002621878986606865,0.12214883270968979,0.16899319428533982,0.0238992467307079,0.046842523592187484,0.01965450660573001,0.018040323645933255,0.002328808589904742,0.002280765325203174,0.012307845634509419,0.0014512641861626117
baseline_oracle_quantile,3,0.057937771618464654,0.010250651902942023,0.0014496610944306184,0.002841335745084012,0.8461477674626693,0.2427314687092993,0.034327413506343156,0.06728173047243259,0.3924811835943668,0.023702041798881884,0.003351974896791275,0.006569870797710899,0.03302876137228131,0.03711454010795183,0.005248788598190567,0.010287625652453511,0.020691046476992634,0.01489442327684498,0.0021063895401839685,0.004128523498760578,0.017050163077813426,0.012918633705008068,0.0018269706992952595,0.0035808625706187087,0.0132491953642086,0.010692906976265907,0.0015122054067029129,0.002963922597137709,0.0036408833991792,0.008809569919650203,0.0012458613259043374,0.002441888198772501,0.1759641980035993,4.7437139094826115,0.053448581564269494,1.3148904111744082,0.007441851112784012,0.011333686481901438,0.0016028253134389623,0.003141537614340366,0.3596652842599809,4.224684030164172,0.05811039253516834,1.1710226686310428,0.000601641114731826,0.0011691843521276697,0.00016534763676933508,0.00032408136806789673,0.1877884139387916,0.2789698000590236,0.039452287473598184,0.07732648344825244,0.020691046476992634,0.017050163077813426,0.0021063895401839685,0.0018269706992952595,0.0132491953642086,0.0015122054067029129
baseline_oracle_quantile,5,0.09524543117635856,0.0070794640765787275,0.0010011874111430755,0.001962327325840428,0.8971491310243016,0.16633630578700354,0.02352350595590187,0.046106071673567665,0.4466384073054035,0.02254745474768821,0.00318869163011743,0.006249835595030163,0.042262283287032194,0.04673488003442386,0.00660931011805618,0.012954247831390112,0.018647391223510633,0.01373854689967074,0.0019429239352813197,0.0038081309131513864,0.016196304104977913,0.012423362266377032,0.001756928740738455,0.0034435803318473715,0.01266306065720281,0.009171273193508281,0.0012970138934488217,0.0025421472311596906,0.002451087118532712,0.009489643354373061,0.0013420382333838093,0.0026303949374322662,0.13144396924768698,1.9175864779682101,0.06652956332869223,0.5315278536165162,0.005984330566307813,0.013418079582278268,0.001897603012625944,0.0037193019047468503,0.3209205241944395,4.330192750753441,0.07886030255061688,1.2002681938978144,0.000557440303417306,0.0009224268418549308,0.00013045085500482253,0.00025568367580945217,0.16932692250805334,0.24009613656733664,0.033954721260691025,0.06655125367095441,0.018647391223510633,0.016196304104977913,0.0019429239352813197,0.001756928740738455,0.01266306065720281,0.0012970138934488217
baseline_oracle_quantile,10,0.08577350646753876,0.005625350004885847,0.0007955446270005122,0.0015592674689210038,0.9645131248483009,0.09564139060840192,0.013525735172262476,0.026510440937634452,0.4722491167218907,0.023150379703385075,0.0032739580950614,0.0064169578663203445,0.04883746008273476,0.04310482842867119,0.006095943296759214,0.01194804886164806,0.01965450660573001,0.01646716346007125,0.002328808589904742,0.004564464836213295,0.016244902603312416,0.013841013612912869,0.001957414916837201,0.0038365332370009137,0.01212906547082803,0.010030806090609096,0.0014185702014874028,0.0027803975949153093,0.0034096040024175892,0.008848050639210583,0.001251303321453554,0.0024525545100489658,0.17347695726045698,1.2860708061850552,0.05529661755265876,0.356480640150685,0.0075254411349019775,0.015914622610669348,0.0022506675136058103,0.004411308326667388,0.38288629095924687,1.5542338359851673,0.08227668745315307,0.43081163971007924,0.00019577697738139814,0.0004403055576231481,6.226860911789044e-05,0.00012204647387106526,0.0534114684302072,0.11386213826856532,0.016102538018020567,0.03156097451532031,0.01965450660573001,0.016244902603312416,0.002328808589904742,0.001957414916837201,0.01212906547082803,0.0014185702014874028
baseline_random,3,3.3403277699528356e-05,0.0011513699863612515,0.00016282830500214074,0.0003191434778041958,0.8638451351892513,0.22127574460069419,0.031293115903850685,0.06133450717154734,0.001540636312889248,0.001755424744606849,0.00024825454815483326,0.00048657891438347317,0.0019260384360329779,0.001325442833611312,0.00018744592314433428,0.00036739400936289517,0.020691046476992634,0.01489442327684498,0.0021063895401839685,0.004128523498760578,0.02089374906100497,0.014896204557715832,0.002106641451340564,0.004129017244627505,0.020811750100575063,0.01422850382821857,0.0020122143086144205,0.003943940044884264,-0.00020270258401232849,0.000976115612560346,0.0001380435937726963,0.00027056544379448473,-0.009796632772427927,0.30014373577949655,0.0067762407269665115,0.0831955989929354,-0.00012070362358242855,0.0021693467179472537,0.00030679195500105675,0.0006013122318020712,-0.005833616183533508,0.886478666337333,0.015058838900226959,0.24571934992697927,0.0005315466064260814,0.0012526314708540614,0.0001771488414737172,0.0003472117292884857,0.1471672851060315,0.22302503601390342,0.031540503067961016,0.06181938601320359,0.020691046476992634,0.02089374906100497,0.0021063895401839685,0.002106641451340564,0.020811750100575063,0.0020122143086144205
baseline_random,5,0.00017197956225441753,0.0011396904658365656,0.00016117657136933814,0.00031590607988390274,0.8825512720100201,0.1986126771345962,0.028088074166297466,0.055052625365943034,0.003680882136596362,0.002239180365421526,0.00031666792413786646,0.0006206691313102182,0.0038063493292976327,0.00310162920268564,0.0004386366083890481,0.0008597277524425342,0.018647391223510633,0.01373854689967074,0.0019429239352813197,0.0038081309131513864,0.018466946612754515,0.013547062156997969,0.001915843903273784,0.003755054050416617,0.019007547160426307,0.013583072757198193,0.0019209365711930194,0.003765035679538318,0.00018044461075612513,0.0013881502031357022,0.00019631408438854767,0.00038477560540155345,0.00967666782947163,0.4874756485814335,0.010385976501935928,0.13512135601589487,-0.0003601559369156664,0.003117238644824526,0.0004408441168664372,0.0008640544690582168,-0.019314011949381316,0.9295770004030509,0.024051254465666607,0.25766559864305855,0.0006601807421599075,0.0015642331696485148,0.0002212159763230784,0.00043358331359323366,0.11658881883386295,0.201342674971185,0.028474154162872772,0.055809342159230634,0.018647391223510633,0.018466946612754515,0.0019429239352813197,0.001915843903273784,0.019007547160426307,0.0019209365711930194
baseline_random,10,-0.000588624057601638,0.0012991272795195522,0.00018372434179454134,0.000360099709917301,0.9248292511133025,0.13262362542693637,0.018755812976986266,0.03676139343489308,0.006982227284429615,0.0031583345967970853,0.00044665596213025986,0.0008754456857753093,0.009265351730102367,0.004408677537968723,0.0006234811566324993,0.0012220230669996988,0.01965450660573001,0.01646716346007125,0.002328808589904742,0.004564464836213295,0.019595982091612923,0.017175895466585444,0.0024290384314747692,0.0047609153256905476,0.01921791448119827,0.01670147450766604,0.002361945176036982,0.004629412545032485,5.8524514117084893e-05,0.0023720037122313188,0.0003354519819836859,0.0006574858846880243,0.0029776638656512366,0.27903677006297145,0.017153140662807678,0.07734504658627206,0.0004365921245317346,0.004711454086251713,0.0006663002267275309,0.0013059484443859607,0.022213334238797677,0.5106114640502109,0.03375780821934819,0.14153427688234607,0.0008712424453031105,0.001507731280679815,0.00021322540255515497,0.0004179217890081037,0.11205463190717625,0.16265490854143924,0.023002877764585875,0.04508564041858831,0.01965450660573001,0.019595982091612923,0.002328808589904742,0.0024290384314747692,0.01921791448119827,0.002361945176036982
