dataset,method,n_strata,ARI_mean,ARI_sd,ARI_se,ARI_ci95,C1_heterogeneity_mean,C1_heterogeneity_sd,C1_heterogeneity_se,C1_heterogeneity_ci95,W_est_mean,W_est_sd,W_est_se,W_est_ci95,bias_crude_mean,bias_crude_sd,bias_crude_se,bias_crude_ci95,bias_stratified_mean,bias_stratified_sd,bias_stratified_se,bias_stratified_ci95,bias_reduction_mean,bias_reduction_sd,bias_reduction_se,bias_reduction_ci95,bias_reduction_relative_mean,bias_reduction_relative_sd,bias_reduction_relative_se,bias_reduction_relative_ci95,abs_bias_crude_mean,abs_bias_stratified_mean,abs_bias_crude_se,abs_bias_stratified_se
COVID-19 CFR,1A_predicted_prob,2,0.0562758740181944,,,,0.1584428440443613,,,,0.0089087530998603,,,,0.0292626895842777,,,,0.02354997319974,,,,0.0057127163845376,,,,0.19522184958716293,,,,0.0292626895842777,0.02354997319974,,
COVID-19 CFR,1A_predicted_prob,3,0.0627497656814826,,,,0.3641330083548798,,,,0.0346269897843797,,,,0.0292626895842777,,,,0.0219033342938375,,,,0.0073593552904401,,,,0.25149278466851,,,,0.0292626895842777,0.0219033342938375,,
COVID-19 CFR,1A_predicted_prob,4,0.0613358978006167,,,,0.2818017353752248,,,,0.0550047154161348,,,,0.0292626895842777,,,,0.0213045067047998,,,,0.0079581828794778,,,,0.271956644879071,,,,0.0292626895842777,0.0213045067047998,,
COVID-19 CFR,1A_predicted_prob,9,0.0425332294193476,,,,0.8333163978255679,,,,0.1035063643590999,,,,0.0292626895842777,,,,0.0202891709713785,,,,0.0089735186128991,,,,0.3066539248572867,,,,0.0292626895842777,0.0202891709713785,,
COVID-19 CFR,1B_residual,2,0.0576475614056339,,,,1.0,,,,0.0089050053166218,,,,0.0292626895842777,,,,0.0160533941390893,,,,0.0132092954451883,,,,0.4514040108017108,,,,0.0292626895842777,0.0160533941390893,,
COVID-19 CFR,1B_residual,3,0.0648399776726459,,,,1.0,,,,0.0354193246767758,,,,0.0292626895842777,,,,0.0126579270683575,,,,0.0166047625159201,,,,0.5674380158425913,,,,0.0292626895842777,0.0126579270683575,,
COVID-19 CFR,1B_residual,4,0.0635975807867425,,,,1.0,,,,0.0540525052315098,,,,0.0292626895842777,,,,0.0106887434420233,,,,0.0185739461422543,,,,0.6347313389892171,,,,0.0292626895842777,0.0106887434420233,,
COVID-19 CFR,1B_residual,9,0.0446271751956963,,,,1.0,,,,0.094070935876184,,,,0.0292626895842777,,,,0.0060219199737269,,,,0.0232407696105507,,,,0.7942116716105834,,,,0.0292626895842777,0.0060219199737269,,
COVID-19 CFR,1C_cv_decision,2,0.0562758740181944,,,,0.1584428440443613,,,,0.0089087530998603,,,,0.0292626895842777,,,,0.02354997319974,,,,0.0057127163845376,,,,0.19522184958716293,,,,0.0292626895842777,0.02354997319974,,
COVID-19 CFR,1C_cv_decision,3,0.0627497656814826,,,,0.3641330083548798,,,,0.0346269897843797,,,,0.0292626895842777,,,,0.0219033342938375,,,,0.0073593552904401,,,,0.25149278466851,,,,0.0292626895842777,0.0219033342938375,,
COVID-19 CFR,1C_cv_decision,4,0.0613358978006167,,,,0.2818017353752248,,,,0.0550047154161348,,,,0.0292626895842777,,,,0.0213045067047998,,,,0.0079581828794778,,,,0.271956644879071,,,,0.0292626895842777,0.0213045067047998,,
COVID-19 CFR,1C_cv_decision,9,0.0425332294193476,,,,0.8333163978255679,,,,0.1035063643590999,,,,0.0292626895842777,,,,0.0202891709713785,,,,0.0089735186128991,,,,0.3066539248572867,,,,0.0292626895842777,0.0202891709713785,,
COVID-19 CFR,1D_ml_uncertainty,2,0.0266297845256514,,,,1.0,,,,0.0073052912143803,,,,0.0292626895842777,,,,0.0192331313851595,,,,0.0100295581991182,,,,0.3427421860944353,,,,0.0292626895842777,0.0192331313851595,,
COVID-19 CFR,1D_ml_uncertainty,3,0.0285854068388808,,,,1.0,,,,0.0160911154431325,,,,0.0292626895842777,,,,0.0172963367632123,,,,0.0119663528210653,,,,0.40892867303266267,,,,0.0292626895842777,0.0172963367632123,,
COVID-19 CFR,1D_ml_uncertainty,4,0.0279951709216436,,,,1.0,,,,0.0185237177334468,,,,0.0292626895842777,,,,0.0166327385397909,,,,0.0126299510444867,,,,0.43160595365344123,,,,0.0292626895842777,0.0166327385397909,,
COVID-19 CFR,1D_ml_uncertainty,9,0.0196691263802643,,,,1.0,,,,0.0216277042700763,,,,0.0292626895842777,,,,0.0165226557980999,,,,0.0127400337861777,,,,0.4353678341659608,,,,0.0292626895842777,0.0165226557980999,,
COVID-19 CFR,2A_PCA_cum60,2,0.017998765658852,,,,0.3579405683168652,,,,0.173458720647961,,,,0.0292626895842777,,,,0.0269303591442324,,,,0.0023323304400452,,,,0.0797032150215754,,,,0.0292626895842777,0.0269303591442324,,
COVID-19 CFR,2A_PCA_cum60,3,0.0195811211064209,,,,0.1174176246411592,,,,0.2357007185706472,,,,0.0292626895842777,,,,0.0277739023937808,,,,0.0014887871904968,,,,0.050876635457897224,,,,0.0292626895842777,0.0277739023937808,,
COVID-19 CFR,2A_PCA_cum60,4,0.0185392925598553,,,,0.1525742376542634,,,,0.2677666781487214,,,,0.0292626895842777,,,,0.0274765640473748,,,,0.0017861255369028,,,,0.06103764084154972,,,,0.0292626895842777,0.0274765640473748,,
COVID-19 CFR,2A_PCA_cum60,9,0.0127435544256739,,,,0.3692814673182507,,,,0.3237953929388076,,,,0.0292626895842777,,,,0.0273423256964329,,,,0.0019203638878447,,,,0.06562499603168992,,,,0.0292626895842777,0.0273423256964329,,
COVID-19 CFR,2B_clustering,2,0.0563839592582152,,,,0.1624827344622009,,,,0.0140459227727112,,,,0.0292626895842777,,,,0.0236929649069864,,,,0.0055697246772913,,,,0.1903353641246911,,,,0.0292626895842777,0.0236929649069864,,
COVID-19 CFR,2B_clustering,3,0.0446773524422269,,,,0.4390918431861992,,,,0.0078470026512271,,,,0.0292626895842777,,,,0.0241553701057936,,,,0.0051073194784841,,,,0.1745334947348165,,,,0.0292626895842777,0.0241553701057936,,
COVID-19 CFR,2B_clustering,4,0.0375193641731052,,,,0.4776312656309939,,,,0.0055462612701275,,,,0.0292626895842777,,,,0.0247964595024096,,,,0.004466230081868,,,,0.15262541295136878,,,,0.0292626895842777,0.0247964595024096,,
COVID-19 CFR,2B_clustering,9,0.023837056142451,,,,0.5651418688503272,,,,0.2407768034220225,,,,0.0292626895842777,,,,0.0235379048791746,,,,0.0057247847051031,,,,0.19563426282520935,,,,0.0292626895842777,0.0235379048791746,,
COVID-19 CFR,GMM,2,0.0566891490352157,,,,0.2159558779875711,,,,0.0122781085890311,,,,0.0292626895842777,,,,0.0234995129533256,,,,0.0057631766309521,,,,0.19694623812188983,,,,0.0292626895842777,0.0234995129533256,,
COVID-19 CFR,GMM,3,0.047112628238085,,,,0.3876544002573779,,,,0.0154648790770458,,,,0.0292626895842777,,,,0.0240366122139022,,,,0.0052260773703754,,,,0.1785918329661459,,,,0.0292626895842777,0.0240366122139022,,
COVID-19 CFR,GMM,4,0.0406770780393435,,,,0.5567125719692232,,,,0.0100467637455731,,,,0.0292626895842777,,,,0.0236555064466015,,,,0.0056071831376761,,,,0.191615439911198,,,,0.0292626895842777,0.0236555064466015,,
COVID-19 CFR,GMM,9,0.0218029030331643,,,,0.7617957564419514,,,,0.1063581551972249,,,,0.0292626895842777,,,,0.0249336034967763,,,,0.0043290860875014,,,,0.14793876260189487,,,,0.0292626895842777,0.0249336034967763,,
COVID-19 CFR,PS_propensity_score,2,0.0569534507112994,,,,0.2022609175769173,,,,0.0103185625196966,,,,0.0292626895842777,,,,0.0233784084064158,,,,0.0058842811778618,,,,0.20108476908504735,,,,0.0292626895842777,0.0233784084064158,,
COVID-19 CFR,PS_propensity_score,3,0.0640797900263531,,,,0.43132043194108,,,,0.0369852003764001,,,,0.0292626895842777,,,,0.0217349518356928,,,,0.0075277377485848,,,,0.2572469535619657,,,,0.0292626895842777,0.0217349518356928,,
COVID-19 CFR,PS_propensity_score,4,0.0620048889647029,,,,0.5976894361666192,,,,0.0553130641368952,,,,0.0292626895842777,,,,0.0211177566672288,,,,0.0081449329170488,,,,0.27833849289865076,,,,0.0292626895842777,0.0211177566672288,,
COVID-19 CFR,PS_propensity_score,9,0.0432108347234311,,,,0.6832900606145116,,,,0.1043895600509209,,,,0.0292626895842777,,,,0.020462930959798,,,,0.0087997586244797,,,,0.30071598849914494,,,,0.0292626895842777,0.020462930959798,,
COVID-19 CFR,Prognostic_score,2,0.0558583983425297,,,,0.1276854260627247,,,,0.0152854921231928,,,,0.0292626895842777,,,,0.0238798302157699,,,,0.0053828593685077,,,,0.1839495769179027,,,,0.0292626895842777,0.0238798302157699,,
COVID-19 CFR,Prognostic_score,3,0.062338870970255,,,,0.3071766490156858,,,,0.047765918187121,,,,0.0292626895842777,,,,0.0219659644874869,,,,0.0072967250967907,,,,0.24935250998634095,,,,0.0292626895842777,0.0219659644874869,,
COVID-19 CFR,Prognostic_score,4,0.0610745783874606,,,,0.2732998344978835,,,,0.0719432997880447,,,,0.0292626895842777,,,,0.0216373399049442,,,,0.0076253496793334,,,,0.26058266644876205,,,,0.0292626895842777,0.0216373399049442,,
COVID-19 CFR,Prognostic_score,9,0.0423404779529926,,,,0.8208060128899894,,,,0.1323015374777547,,,,0.0292626895842777,,,,0.0203721974771225,,,,0.0088904921071551,,,,0.30381664274400455,,,,0.0292626895842777,0.0203721974771225,,
COVID-19 CFR,baseline_oracle_kmeans,2,0.2786543327978392,,,,1.0,,,,0.0057710820317254,,,,0.0292626895842777,,,,0.0147323698587497,,,,0.0145303197255279,,,,0.49654764930886164,,,,0.0292626895842777,0.0147323698587497,,
COVID-19 CFR,baseline_oracle_kmeans,3,0.4652169709007699,,,,0.90745040496144,,,,0.0115281572963603,,,,0.0292626895842777,,,,0.0080416110237401,,,,0.0212210785605375,,,,0.725192347730719,,,,0.0292626895842777,0.0080416110237401,,
COVID-19 CFR,baseline_oracle_kmeans,4,0.4906932364261903,,,,0.2587816447929112,,,,0.0177962771471837,,,,0.0292626895842777,,,,0.0035581165001379,,,,0.0257045730841397,,,,0.8784077420535668,,,,0.0292626895842777,0.0035581165001379,,
COVID-19 CFR,baseline_oracle_kmeans,9,0.6854583234000313,,,,0.3027976187205604,,,,0.0220174577406638,,,,0.0292626895842777,,,,0.0009364904610924,,,,0.0283261991231852,,,,0.9679971159727041,,,,0.0292626895842777,0.0009364904610924,,
COVID-19 CFR,baseline_oracle_quantile,2,0.2391534153217545,,,,1.0,,,,0.0070739028145477,,,,0.0292626895842777,,,,0.0137240061792596,,,,0.015538683405018,,,,0.5310066718326105,,,,0.0292626895842777,0.0137240061792596,,
COVID-19 CFR,baseline_oracle_quantile,3,0.4245835551507271,,,,0.4989806944060603,,,,0.0119705483585914,,,,0.0292626895842777,,,,0.0081048622011359,,,,0.0211578273831418,,,,0.7230308520413484,,,,0.0292626895842777,0.0081048622011359,,
COVID-19 CFR,baseline_oracle_quantile,4,0.4537610922529534,,,,0.3067990974846204,,,,0.0153232942294639,,,,0.0292626895842777,,,,0.0058427453641131,,,,0.0234199442201645,,,,0.8003346429491465,,,,0.0292626895842777,0.0058427453641131,,
COVID-19 CFR,baseline_oracle_quantile,9,0.5019638931898315,,,,0.6616180616271949,,,,0.0209974861568545,,,,0.0292626895842777,,,,0.0025309630670078,,,,0.0267317265172698,,,,0.9135088707509771,,,,0.0292626895842777,0.0025309630670078,,
COVID-19 CFR,baseline_random,2,6.468255277761495e-06,,,,0.5010418067231761,,,,6.83839453974322e-06,,,,0.0292626895842777,,,,0.0292328782434174,,,,2.9811340860299435e-05,,,,0.0010187491745911048,,,,0.0292626895842777,0.0292328782434174,,
COVID-19 CFR,baseline_random,3,-9.887302833341303e-06,,,,0.329479139446008,,,,4.653564669143684e-05,,,,0.0292626895842777,,,,0.0292002106590671,,,,6.247892521054135e-05,,,,0.002135105354231337,,,,0.0292626895842777,0.0292002106590671,,
COVID-19 CFR,baseline_random,4,2.3498086226890086e-07,,,,0.7098674946489587,,,,9.801301508149952e-05,,,,0.0292626895842777,,,,0.0292269657312155,,,,3.572385306216744e-05,,,,0.0012207986883542299,,,,0.0292626895842777,0.0292269657312155,,
COVID-19 CFR,baseline_random,9,3.346187582998825e-05,,,,0.731281740848305,,,,0.0002249556083174,,,,0.0292626895842777,,,,0.0292008262403929,,,,6.186334388474587e-05,,,,0.0021140689650769318,,,,0.0292626895842777,0.0292008262403929,,
Israel Vaccine,1A_predicted_prob,2,0.1815815813963081,,,,0.0787047775816282,,,,0.3347570224374251,,,,0.0204711093135897,,,,0.0165017514150485,,,,0.0039693578985411,,,,0.19390047885222073,,,,0.0204711093135897,0.0165017514150485,,
Israel Vaccine,1A_predicted_prob,3,0.2167479917214232,,,,0.1059575573987355,,,,0.4353182323706031,,,,0.0204711093135897,,,,0.0102907056856013,,,,0.0101804036279883,,,,0.4973059091248251,,,,0.0204711093135897,0.0102907056856013,,
