dataset,method,n_strata,ARI_mean,ARI_sd,ARI_se,ARI_ci95,C1_heterogeneity_mean,C1_heterogeneity_sd,C1_heterogeneity_se,C1_heterogeneity_ci95,W_est_mean,W_est_sd,W_est_se,W_est_ci95,bias_crude_mean,bias_crude_sd,bias_crude_se,bias_crude_ci95,bias_stratified_mean,bias_stratified_sd,bias_stratified_se,bias_stratified_ci95,bias_reduction_mean,bias_reduction_sd,bias_reduction_se,bias_reduction_ci95,bias_reduction_relative_mean,bias_reduction_relative_sd,bias_reduction_relative_se,bias_reduction_relative_ci95,abs_bias_crude_mean,abs_bias_stratified_mean,abs_bias_crude_se,abs_bias_stratified_se
Israel Vaccine,1B_residual,2,0.1815815813963081,,,,1.0,,,,0.332015697365487,,,,0.0204711093135897,,,,0.0158395216460071,,,,0.0046315876675825,,,,0.2262499602065009,,,,0.0204711093135897,0.0158395216460071,,
Israel Vaccine,1B_residual,3,0.2157472136785541,,,,1.0,,,,0.4245767434223183,,,,0.0204711093135897,,,,0.0079335515988303,,,,0.0125375577147593,,,,0.6124513099266375,,,,0.0204711093135897,0.0079335515988303,,
Israel Vaccine,1C_cv_decision,2,0.1815815813963081,,,,0.0787047775816282,,,,0.3347570224374251,,,,0.0204711093135897,,,,0.0165017514150485,,,,0.0039693578985411,,,,0.19390047885222073,,,,0.0204711093135897,0.0165017514150485,,
Israel Vaccine,1C_cv_decision,3,0.2167479917214232,,,,0.1059575573987355,,,,0.4353182323706031,,,,0.0204711093135897,,,,0.0102907056856013,,,,0.0101804036279883,,,,0.4973059091248251,,,,0.0204711093135897,0.0102907056856013,,
Israel Vaccine,1D_ml_uncertainty,2,0.1760340752682357,,,,1.0,,,,0.1721860933450563,,,,0.0204711093135897,,,,0.0183655307303531,,,,0.0021055785832365,,,,0.10285610569422432,,,,0.0204711093135897,0.0183655307303531,,
Israel Vaccine,1D_ml_uncertainty,3,0.147961379797136,,,,1.0,,,,0.2046730782324917,,,,0.0204711093135897,,,,0.0117540176721924,,,,0.0087170916413972,,,,0.42582409716362946,,,,0.0204711093135897,0.0117540176721924,,
Israel Vaccine,2A_PCA_cum60,2,0.1727468553579269,,,,0.0707393131545185,,,,0.1692373868488781,,,,0.0204711093135897,,,,0.0156340417722669,,,,0.0048370675413228,,,,0.23628751462490227,,,,0.0204711093135897,0.0156340417722669,,
Israel Vaccine,2A_PCA_cum60,3,0.1639544528449853,,,,0.1416009634018011,,,,0.2162500881619106,,,,0.0204711093135897,,,,0.0131486541043527,,,,0.007322455209237,,,,0.35769704010988823,,,,0.0204711093135897,0.0131486541043527,,
Israel Vaccine,2B_clustering,2,0.745984721120199,,,,0.0475413447759158,,,,0.2894245286070867,,,,0.0204711093135897,,,,0.0095016943458363,,,,0.0109694149677533,,,,0.5358485854243071,,,,0.0204711093135897,0.0095016943458363,,
Israel Vaccine,2B_clustering,3,0.4948475698626034,,,,0.0795906273633026,,,,0.3975173937614381,,,,0.0204711093135897,,,,0.0137520634690025,,,,0.0067190458445872,,,,0.3282208961742379,,,,0.0204711093135897,0.0137520634690025,,
Israel Vaccine,GMM,2,0.048877134778237,,,,0.2929744943975901,,,,0.060351435469682,,,,0.0204711093135897,,,,0.0205910259394076,,,,-0.0001199166258179,,,,-0.0058578469774617226,,,,0.0204711093135897,0.0205910259394076,,
Israel Vaccine,GMM,3,0.2450163509469085,,,,0.127623203624684,,,,0.2700709159517879,,,,0.0204711093135897,,,,0.0154690629058188,,,,0.0050020464077708,,,,0.2443466219219641,,,,0.0204711093135897,0.0154690629058188,,
Israel Vaccine,PS_propensity_score,2,0.045873670051974,,,,1.0,,,,0.1989788985073761,,,,0.0204711093135897,,,,0.0126519585258553,,,,0.0078191507877343,,,,0.3819602869563925,,,,0.0204711093135897,0.0126519585258553,,
Israel Vaccine,PS_propensity_score,3,0.0346325457190177,,,,1.0,,,,0.2590228705023474,,,,0.0204711093135897,,,,0.0096181739031849,,,,0.0108529354104047,,,,0.5301586369430455,,,,0.0204711093135897,0.0096181739031849,,
Israel Vaccine,Prognostic_score,2,0.1815815813963081,,,,0.0809179932019465,,,,0.3817618879262151,,,,0.0204711093135897,,,,0.0132566026219608,,,,0.0072145066916288,,,,0.35242382721485277,,,,0.0204711093135897,0.0132566026219608,,
Israel Vaccine,Prognostic_score,3,0.2105409144277391,,,,0.1512448119120248,,,,0.4973826963935406,,,,0.0204711093135897,,,,0.0078105010255242,,,,0.0126606082880654,,,,0.6184622481430835,,,,0.0204711093135897,0.0078105010255242,,
Israel Vaccine,baseline_oracle_kmeans,2,0.5880621672347627,,,,0.0465505619154321,,,,0.3202354792840255,,,,0.0204711093135897,,,,0.0106998042083511,,,,0.0097713051052386,,,,0.4773217198714259,,,,0.0204711093135897,0.0106998042083511,,
Israel Vaccine,baseline_oracle_kmeans,3,0.3189646943671111,,,,0.096292007364597,,,,0.3456641737964455,,,,0.0204711093135897,,,,0.0072634336629968,,,,0.0132076756505928,,,,0.6451861229535331,,,,0.0204711093135897,0.0072634336629968,,
Israel Vaccine,baseline_oracle_quantile,2,0.1810229604303882,,,,0.0750531905291642,,,,0.3301445502908529,,,,0.0204711093135897,,,,0.0146491097353183,,,,0.0058219995782713,,,,0.2844007859606552,,,,0.0204711093135897,0.0146491097353183,,
Israel Vaccine,baseline_oracle_quantile,3,0.2080878223843403,,,,0.1423528225567873,,,,0.4276296379986891,,,,0.0204711093135897,,,,0.0083244274708984,,,,0.0121466818426912,,,,0.5933572849727178,,,,0.0204711093135897,0.0083244274708984,,
Israel Vaccine,baseline_random,2,0.0002679410462441,,,,0.5970099638902259,,,,0.0001867220659496,,,,0.0204711093135897,,,,0.0206530383889561,,,,-0.0001819290753664,,,,-0.008887113667339186,,,,0.0204711093135897,0.0206530383889561,,
Israel Vaccine,baseline_random,3,-3.0758751359731864e-05,,,,0.2296501943457215,,,,0.0003798272620092,,,,0.0204711093135897,,,,0.0212410943779028,,,,-0.0007699850643131,,,,-0.03761325546739891,,,,0.0204711093135897,0.0212410943779028,,
Kidney Stone,1A_predicted_prob,2,0.7791208680554057,,,,1.0,,,,0.1189334546527006,,,,0.0993855030998894,,,,0.0209667625983697,,,,0.0784187405015197,,,,0.7890360068178491,,,,0.0993855030998894,0.0209667625983697,,
Kidney Stone,1A_predicted_prob,3,0.4364700306077488,,,,1.0,,,,0.097413433008225,,,,0.0993855030998894,,,,0.0379218482259024,,,,0.061463654873987,,,,0.6184368238515804,,,,0.0993855030998894,0.0379218482259024,,
Kidney Stone,1B_residual,2,0.5469521220904745,,,,1.0,,,,0.0757494862532914,,,,0.0993855030998894,,,,0.0417764917960109,,,,0.0576090113038784,,,,0.579652056960233,,,,0.0993855030998894,0.0417764917960109,,
Kidney Stone,1B_residual,3,0.3312712274404013,,,,1.0,,,,0.0617459364203523,,,,0.0993855030998894,,,,0.0134762644259128,,,,0.0859092386739766,,,,0.8644041232817606,,,,0.0993855030998894,0.0134762644259128,,
Kidney Stone,1C_cv_decision,2,0.7791208680554057,,,,1.0,,,,0.1189334546527006,,,,0.0993855030998894,,,,0.0209667625983697,,,,0.0784187405015197,,,,0.7890360068178491,,,,0.0993855030998894,0.0209667625983697,,
Kidney Stone,1C_cv_decision,3,0.4364700306077488,,,,1.0,,,,0.097413433008225,,,,0.0993855030998894,,,,0.0379218482259024,,,,0.061463654873987,,,,0.6184368238515804,,,,0.0993855030998894,0.0379218482259024,,
Kidney Stone,1D_ml_uncertainty,2,0.1752205299595816,,,,1.0,,,,0.0193187829730765,,,,0.0993855030998894,,,,0.0239786388373914,,,,0.075406864262498,,,,0.7587310212306196,,,,0.0993855030998894,0.0239786388373914,,
Kidney Stone,1D_ml_uncertainty,3,0.1621713477844301,,,,1.0,,,,0.0342102806970425,,,,0.0993855030998894,,,,0.0147455092670186,,,,0.0846399938328708,,,,0.8516331979303025,,,,0.0993855030998894,0.0147455092670186,,
Kidney Stone,2A_PCA_cum60,2,0.419815208807143,,,,1.0,,,,0.0511430284049509,,,,0.0993855030998894,,,,0.0731129106470395,,,,0.0262725924528499,,,,0.2643503492299486,,,,0.0993855030998894,0.0731129106470395,,
Kidney Stone,2A_PCA_cum60,3,0.3145068037391371,,,,1.0,,,,0.0564507676292133,,,,0.0993855030998894,,,,0.0598482440356663,,,,0.0395372590642231,,,,0.3978171647879609,,,,0.0993855030998894,0.0598482440356663,,
Kidney Stone,2B_clustering,2,0.8514528773616632,,,,1.0,,,,0.1711779793192119,,,,0.0993855030998894,,,,0.0189962947849846,,,,0.0803892083149048,,,,0.8088625182498499,,,,0.0993855030998894,0.0189962947849846,,
Kidney Stone,2B_clustering,3,0.5643541337933756,,,,1.0,,,,0.406625141015158,,,,0.0993855030998894,,,,0.0158444550821012,,,,0.0835410480177882,,,,0.8405757923650453,,,,0.0993855030998894,0.0158444550821012,,
Kidney Stone,GMM,2,0.9659594979116252,,,,0.8304108020349521,,,,0.1672289010500607,,,,0.0993855030998894,,,,0.0051245033036927,,,,0.0942609997961967,,,,0.9484381208138353,,,,0.0993855030998894,0.0051245033036927,,
Kidney Stone,GMM,3,0.7375701269152345,,,,0.729986082197311,,,,0.2820959010385154,,,,0.0993855030998894,,,,0.0074850732801752,,,,0.0919004298197142,,,,0.9246864678779945,,,,0.0993855030998894,0.0074850732801752,,
Kidney Stone,PS_propensity_score,2,0.9603432892015534,,,,0.9772358845112474,,,,0.1542549365873263,,,,0.0993855030998894,,,,0.0079442473523074,,,,0.091441255747582,,,,0.9200663365931461,,,,0.0993855030998894,0.0079442473523074,,
Kidney Stone,PS_propensity_score,3,0.4443861097018091,,,,1.0,,,,0.1285469198559088,,,,0.0993855030998894,,,,0.0450891961299661,,,,0.0542963069699233,,,,0.5463201903335108,,,,0.0993855030998894,0.0450891961299661,,
Kidney Stone,Prognostic_score,2,0.5640214298924032,,,,1.0,,,,0.0128591562007295,,,,0.0993855030998894,,,,0.0413073891221939,,,,0.0580781139776955,,,,0.5843720881437097,,,,0.0993855030998894,0.0413073891221939,,
Kidney Stone,Prognostic_score,3,0.3675641603117234,,,,1.0,,,,0.0021383093918508,,,,0.0993855030998894,,,,0.0468896151982141,,,,0.0524958879016753,,,,0.5282046804040752,,,,0.0993855030998894,0.0468896151982141,,
Kidney Stone,baseline_oracle_kmeans,2,0.9715920322700452,,,,0.8698105732711254,,,,0.1678024255014183,,,,0.0993855030998894,,,,0.006548013818045,,,,0.0928374892818444,,,,0.9341150005402319,,,,0.0993855030998894,0.006548013818045,,
Kidney Stone,baseline_oracle_kmeans,3,0.7071576418751715,,,,1.0,,,,0.1739863975420591,,,,0.0993855030998894,,,,0.0081911357249028,,,,0.0911943673749866,,,,0.9175821878501723,,,,0.0993855030998894,0.0081911357249028,,
Kidney Stone,baseline_oracle_quantile,2,0.9603432892015534,,,,1.0,,,,0.1675778569125922,,,,0.0993855030998894,,,,0.0063654529745761,,,,0.0930200501253133,,,,0.93595189664454,,,,0.0993855030998894,0.0063654529745761,,
Kidney Stone,baseline_oracle_quantile,3,0.4464060229767921,,,,1.0,,,,0.1442253573387824,,,,0.0993855030998894,,,,0.0424772453352671,,,,0.0569082577646222,,,,0.572601194234792,,,,0.0993855030998894,0.0424772453352671,,
Kidney Stone,baseline_random,2,-0.0013012156927495,,,,0.3658037462072073,,,,0.0001795579864638,,,,0.0993855030998894,,,,0.1009431871246525,,,,-0.001557684024763,,,,-0.01567315127637392,,,,0.0993855030998894,0.1009431871246525,,
Kidney Stone,baseline_random,3,0.0013151458465541,,,,0.4243264274224644,,,,0.0001314685625311,,,,0.0993855030998894,,,,0.1011876763322322,,,,-0.0018021732323427,,,,-0.018133160029702555,,,,0.0993855030998894,0.1011876763322322,,
Smoking Mortality,1A_predicted_prob,2,0.2864370860214393,,,,0.0964388817455815,,,,0.0006825275604545,,,,0.1195368047613798,,,,0.0934223988208195,,,,0.0261144059405602,,,,0.21846330920999657,,,,0.1195368047613798,0.0934223988208195,,
Smoking Mortality,1A_predicted_prob,3,0.4489475383231091,,,,0.2318223318546134,,,,0.0944451559976953,,,,0.1195368047613798,,,,0.0545357510070499,,,,0.0650010537543298,,,,0.5437743955435772,,,,0.1195368047613798,0.0545357510070499,,
Smoking Mortality,1A_predicted_prob,4,0.4816590681322892,,,,0.3523668462559073,,,,0.1459661664368086,,,,0.1195368047613798,,,,0.0327673008054666,,,,0.0867695039559131,,,,0.7258810717680055,,,,0.1195368047613798,0.0327673008054666,,
Smoking Mortality,1A_predicted_prob,7,0.4975052979656219,,,,1.0,,,,0.1609945201349584,,,,0.1195368047613798,,,,0.0056740086635568,,,,0.1138627960978229,,,,0.9525333751819509,,,,0.1195368047613798,0.0056740086635568,,
Smoking Mortality,1B_residual,2,0.2558871337203563,,,,0.0963542896176686,,,,0.0037344438963493,,,,0.1195368047613798,,,,0.1268808681604477,,,,-0.0073440633990679,,,,-0.06143767531454558,,,,0.1195368047613798,0.1268808681604477,,
Smoking Mortality,1B_residual,3,0.3581185394402965,,,,0.0458181151194659,,,,0.0072075594144486,,,,0.1195368047613798,,,,0.1299585218552473,,,,-0.0104217170938675,,,,-0.0871841698853455,,,,0.1195368047613798,0.1299585218552473,,
Smoking Mortality,1B_residual,4,0.4218235880611694,,,,0.0361445805835418,,,,0.0088762904423138,,,,0.1195368047613798,,,,0.1322156172056184,,,,-0.0126788124442385,,,,-0.10606618162120118,,,,0.1195368047613798,0.1322156172056184,,
Smoking Mortality,1B_residual,7,0.3842389559924197,,,,0.067429095978346,,,,0.0155137853088989,,,,0.1195368047613798,,,,0.1307304683640194,,,,-0.0111936636026396,,,,-0.0936419843661076,,,,0.1195368047613798,0.1307304683640194,,
Smoking Mortality,1C_cv_decision,2,0.2864370860214393,,,,0.0964388817455815,,,,0.0006825275604545,,,,0.1195368047613798,,,,0.0934223988208195,,,,0.0261144059405602,,,,0.21846330920999657,,,,0.1195368047613798,0.0934223988208195,,
Smoking Mortality,1C_cv_decision,3,0.4489475383231091,,,,0.2318223318546134,,,,0.0944451559976953,,,,0.1195368047613798,,,,0.0545357510070499,,,,0.0650010537543298,,,,0.5437743955435772,,,,0.1195368047613798,0.0545357510070499,,
Smoking Mortality,1C_cv_decision,4,0.4816590681322892,,,,0.3523668462559073,,,,0.1459661664368086,,,,0.1195368047613798,,,,0.0327673008054666,,,,0.0867695039559131,,,,0.7258810717680055,,,,0.1195368047613798,0.0327673008054666,,
Smoking Mortality,1C_cv_decision,7,0.4975052979656219,,,,1.0,,,,0.1609945201349584,,,,0.1195368047613798,,,,0.0056740086635568,,,,0.1138627960978229,,,,0.9525333751819509,,,,0.1195368047613798,0.0056740086635568,,
