sim_id,n,n_strata,z_effect_scale,zx_influence_scale,x_effect_scale,noise_level,n_z_vars,nonlinear,n_studies,study_effect_scale,actual_event_rate,actual_treatment_prevalence,true_ate_riskdiff,method,error,ARI,NMI,V_measure,eta2_Z1_age,eta2_Z2_sex,eta2_Z3_bmi,eta2_mean,weighted_entropy_Z2,entropy_reduction_Z2,C1_heterogeneity,W_true,W_est,crude_effect,stratified_effect,re_effect,re_tau2,re_I2,true_ate,bias_crude,bias_stratified,bias_re,bias_reduction,bias_reduction_relative,bias_reduction_re,bias_reduction_relative_re
0,500,3,0.5,0.2,1.0,1.0,3,True,1,0.0,0.15,0.512,0.008902868577101668,1A_predicted_prob,,-0.0006247045489728627,0.03785992862533125,0.03785992862533125,0.00035173283266372047,0.008832511976470524,0.008149774097349322,0.005778006302161188,0.9924597777701312,0.0075402222298688315,1.0,0.001992215022922128,0.03587527997252038,0.031071817541162144,0.034788677508677514,0.033217771067175765,0.0,0.0,0.008902868577101668,0.022168948964060478,0.025885808931575847,0.0243149024900741,-0.0037168599675153693,-0.16766063080126226,-0.0021459535260136206,-0.0967999669038242
0,500,3,0.5,0.2,1.0,1.0,3,True,1,0.0,0.15,0.512,0.008902868577101668,1B_residual,,-0.0005501679664821326,0.032684255356473874,0.03268425535647388,0.03524750892498919,0.003993269784052277,0.02599247653263365,0.021744418413891704,0.9959604978846007,0.004039502115399274,1.0,0.06381686144584131,0.04560973664860457,0.031071817541162144,-0.001881081081081081,0.0005436837652317306,0.0,0.0,0.008902868577101668,0.022168948964060478,0.010783949658182749,0.008359184811869938,0.01138499930587773,0.5135561151020145,0.01380976415219054,0.6229327414023301
0,500,3,0.5,0.2,1.0,1.0,3,True,1,0.0,0.15,0.512,0.008902868577101668,1C_cv_decision,,-0.0006247045489728627,0.03785992862533125,0.03785992862533125,0.00035173283266372047,0.008832511976470524,0.008149774097349322,0.005778006302161188,0.9924597777701312,0.0075402222298688315,1.0,0.001992215022922128,0.03587527997252038,0.031071817541162144,0.034788677508677514,0.033217771067175765,0.0,0.0,0.008902868577101668,0.022168948964060478,0.025885808931575847,0.0243149024900741,-0.0037168599675153693,-0.16766063080126226,-0.0021459535260136206,-0.0967999669038242
0,500,3,0.5,0.2,1.0,1.0,3,True,1,0.0,0.15,0.512,0.008902868577101668,PS_propensity_score,,-0.0024617093300190536,0.03165971853835923,0.03165971853835923,0.0074633905772700515,0.0035531880044075187,0.0037673297166968068,0.004927969432791459,0.9962786746186418,0.003721325381358165,1.0,0.0034667567471339256,0.0018057292309342499,0.031071817541162144,0.03534159427865176,0.034335079853302294,0.0,0.0,0.008902868577101668,0.022168948964060478,0.026438725701550092,0.025432211276200628,-0.004269776737489614,-0.19260167653467142,-0.00326326231214015,-0.14719968535407046
0,500,3,0.5,0.2,1.0,1.0,3,True,1,0.0,0.15,0.512,0.008902868577101668,GMM,,-0.0068314872714021245,0.026949998875023487,0.026949998875023487,0.007106865870195349,0.004696739179962205,0.0001578138303364952,0.00398713962683135,0.9954545155364158,0.00454548446358416,1.0,0.006016744772087468,0.03283820501706136,0.031071817541162144,0.031067519489657733,0.03156033931938545,0.0,0.0,0.008902868577101668,0.022168948964060478,0.022164650912556066,0.022657470742283782,4.2980515044116485e-06,0.00019387709861118374,-0.000488521778223304,-0.022036307585681092
0,500,3,0.5,0.2,1.0,1.0,3,True,1,0.0,0.15,0.512,0.008902868577101668,Prognostic_score,,0.0008633118479300845,0.03934353897911479,0.039343538979114794,0.005317003999299128,0.021559572058051157,0.011977257296832156,0.01295127778472748,0.9832536475527978,0.01674635244720224,1.0,0.02366250273515902,0.02511491295737167,0.031071817541162144,0.0374509761147301,0.03873836843393287,0.0,0.0,0.008902868577101668,0.022168948964060478,0.02854810753762843,0.029835499856831205,-0.006379158573567953,-0.2877519626171552,-0.0076665508927707265,-0.3458238324784575
0,500,3,0.5,0.2,1.0,1.0,3,True,1,0.0,0.15,0.512,0.008902868577101668,2A_PCA_cum60,,-0.0038290456469600707,0.03697794181214422,0.03697794181214422,0.0007132507269125699,0.008012820512820505,0.006373066104078754,0.00503304578127061,0.9930543128465077,0.006945687153492308,0.7662090863706863,0.003155104190204372,0.07249177481292335,0.031071817541162144,0.028405696545231427,0.034689325346151545,0.001158713172299731,0.16561276904656655,0.008902868577101668,0.022168948964060478,0.019502827968129757,0.02578645676904988,0.002666120995930721,0.12026375270442191,-0.0036175078049894005,-0.16317903978460935
0,500,3,0.5,0.2,1.0,1.0,3,True,1,0.0,0.15,0.512,0.008902868577101668,2B_clustering,,0.0011360414231825107,0.03573522877460464,0.03573522877460464,0.03511154147978215,0.004156009650515148,0.015414118488259533,0.01822722320618561,0.9958469067333828,0.004153093266617169,1.0,0.045156675932428225,0.017345146477528495,0.031071817541162144,0.03385269281483069,0.031830847418007416,0.0,0.0,0.008902868577101668,0.022168948964060478,0.024949824237729026,0.02292797884090575,-0.0027808752736685483,-0.12544010445316123,-0.0007590298768452713,-0.03423842411635225
0,500,3,0.5,0.2,1.0,1.0,3,True,1,0.0,0.15,0.512,0.008902868577101668,baseline_oracle_kmeans,,0.2520717544149829,0.5239275126585995,0.5239275126585996,0.11811611487909512,1.0,0.29717116647024067,0.47176242711644534,0.0,1.0,1.0,0.33064718470817744,0.010384238986894778,0.031071817541162144,0.03262320776081767,0.02375241222610646,0.0,0.0,0.008902868577101668,0.022168948964060478,0.023720339183716,0.014849543649004792,-0.0015513902196555227,-0.06998032347724648,0.007319405315055686,0.33016474199663903
0,500,3,0.5,0.2,1.0,1.0,3,True,1,0.0,0.15,0.512,0.008902868577101668,baseline_random,,0.0010041813240044093,0.04467936897735252,0.04467936897735253,0.030352874334221503,0.006816001458858607,0.01293589472612982,0.016701590173069977,0.9939193799245549,0.006080620075445076,1.0,0.02240661813771172,0.011411196975690374,0.031071817541162144,0.027859430284857573,0.028276196730043716,0.0,0.0,0.008902868577101668,0.022168948964060478,0.018956561707755906,0.01937332815294205,0.003212387256304572,0.14490480633576186,0.002795620811118428,0.12610524818522473
