sim_id,n,n_strata,z_effect_scale,zx_influence_scale,x_effect_scale,noise_level,n_z_vars,nonlinear,n_studies,study_effect_scale,actual_event_rate,actual_treatment_prevalence,true_ate_riskdiff,method,error,ARI,NMI,V_measure,eta2_Z1_age,eta2_Z2_sex,eta2_Z3_bmi,eta2_mean,weighted_entropy_Z2,entropy_reduction_Z2,C1_heterogeneity,W_true,W_est_main,W_est,W_est_polynomial,crude_effect,stratified_effect,re_effect,re_tau2,re_I2,true_ate,bias_crude,bias_stratified,bias_re,bias_reduction,bias_reduction_relative,bias_reduction_re,bias_reduction_relative_re,study_crude_effect,study_stratified_effect,study_re_effect,study_re_tau2,study_re_I2,study_true_ate,study_bias_crude,study_bias_stratified,study_bias_re,study_bias_reduction,study_bias_reduction_relative,study_bias_reduction_re,study_bias_reduction_relative_re
0,2000,5,1.0,1.0,1.0,1.0,3,False,10,0.6,0.1575,0.503,0.009138020738810851,1A_predicted_prob,,0.02486744254723083,0.10194118968063273,0.10194118968063273,0.3447834452261133,0.004339105309930237,0.04702338569097278,0.13204864540900543,0.9929067873352747,0.00709321266472529,1.0,0.32266780244051263,0.7245839094051515,0.1185388214169828,0.025074486636698423,0.056544569672131145,0.04805889981988714,0.0316360424963466,0.0,0.0,0.009138020738810851,0.047406548933320296,0.03892087908107629,0.02249802175753575,0.008485669852244006,0.17899783981701622,0.024908527175784546,0.5254237597176636,0.056544569672131145,0.049581009903072196,0.05175095835183661,0.001878742164189793,0.2572821926715059,0.009138020738810851,0.047406548933320296,0.040442989164261346,0.04261293761302576,0.00696355976905895,0.1468902488315179,0.004793611320294537,0.10111706985963043
0,2000,5,1.0,1.0,1.0,1.0,3,False,10,0.6,0.1575,0.503,0.009138020738810851,1B_residual,,0.026766369863839314,0.10880063459020034,0.10880063459020034,0.3429925659493547,0.016190737295219557,0.06894629853374105,0.14270986725943843,0.9842528634188727,0.015747136581127252,1.0,0.34682756952787974,0.6059561580477638,0.09828846224095111,0.027174470680670137,0.056544569672131145,0.023362679857525225,0.001845021306858878,0.0,0.0,0.009138020738810851,0.047406548933320296,0.014224659118714374,0.007292999431951973,0.033181889814605924,0.6999431631540597,0.04011354950136832,0.8461605074393848,0.056544569672131145,0.049581009903072196,0.05175095835183661,0.001878742164189793,0.2572821926715059,0.009138020738810851,0.047406548933320296,0.040442989164261346,0.04261293761302576,0.00696355976905895,0.1468902488315179,0.004793611320294537,0.10111706985963043
0,2000,5,1.0,1.0,1.0,1.0,3,False,10,0.6,0.1575,0.503,0.009138020738810851,1C_cv_decision,,0.02486744254723083,0.10194118968063273,0.10194118968063273,0.3447834452261133,0.004339105309930237,0.04702338569097278,0.13204864540900543,0.9929067873352747,0.00709321266472529,1.0,0.32266780244051263,0.7245839094051515,0.1185388214169828,0.025074486636698423,0.056544569672131145,0.04805889981988714,0.0316360424963466,0.0,0.0,0.009138020738810851,0.047406548933320296,0.03892087908107629,0.02249802175753575,0.008485669852244006,0.17899783981701622,0.024908527175784546,0.5254237597176636,0.056544569672131145,0.049581009903072196,0.05175095835183661,0.001878742164189793,0.2572821926715059,0.009138020738810851,0.047406548933320296,0.040442989164261346,0.04261293761302576,0.00696355976905895,0.1468902488315179,0.004793611320294537,0.10111706985963043
0,2000,5,1.0,1.0,1.0,1.0,3,False,10,0.6,0.1575,0.503,0.009138020738810851,PS_propensity_score,,0.0012711389698509847,0.02570344475257803,0.025703444752578034,0.030731882662664307,0.009521645905690648,0.02047325556716676,0.02024226137850724,0.9891526021125525,0.010847397887447485,0.9656225329768995,0.04034786546715885,0.08307423646096646,0.0020371103029457327,0.0005019643533725748,0.056544569672131145,0.04947358308316776,0.05397662780188597,0.0,0.0,0.009138020738810851,0.047406548933320296,0.04033556234435691,0.04483860706307512,0.007070986588963386,0.14915632434896464,0.0025679418702451787,0.05416850473248158,0.056544569672131145,0.049581009903072196,0.05175095835183661,0.001878742164189793,0.2572821926715059,0.009138020738810851,0.047406548933320296,0.040442989164261346,0.04261293761302576,0.00696355976905895,0.1468902488315179,0.004793611320294537,0.10111706985963043
0,2000,5,1.0,1.0,1.0,1.0,3,False,10,0.6,0.1575,0.503,0.009138020738810851,GMM,,0.0007023624799555005,0.028886008940776742,0.02888600894077674,0.04876275451751354,0.0017102806266525317,0.0057395433332623905,0.018737526159142818,0.9948089327942459,0.00519106720575413,1.0,0.025170770766346773,0.07826937333635209,0.07742337803542476,0.034731682385053086,0.056544569672131145,0.059097093962317646,0.05033874745042722,0.0008876914775983266,0.26030105672946097,0.009138020738810851,0.047406548933320296,0.049959073223506796,0.04120072671161637,-0.0025525242901865003,-0.053843284263884295,0.006205822221703926,0.13090643300006355,0.056544569672131145,0.049581009903072196,0.05175095835183661,0.001878742164189793,0.2572821926715059,0.009138020738810851,0.047406548933320296,0.040442989164261346,0.04261293761302576,0.00696355976905895,0.1468902488315179,0.004793611320294537,0.10111706985963043
0,2000,5,1.0,1.0,1.0,1.0,3,False,10,0.6,0.1575,0.503,0.009138020738810851,Prognostic_score,,0.024820431307839633,0.09332679608218944,0.09332679608218941,0.29231090766706946,0.003217306352795956,0.05402574811070349,0.1165179873768563,0.9937199546515099,0.0062800453484901375,1.0,0.31171206398821427,0.6813236970294781,0.12818220974988515,0.024206162939252374,0.056544569672131145,0.04588576134800392,0.03712940844486846,0.0,0.0,0.009138020738810851,0.047406548933320296,0.03674774060919307,0.027991387706057608,0.010658808324127224,0.22483830955759665,0.019415161227262688,0.40954597337534715,0.056544569672131145,0.049581009903072196,0.05175095835183661,0.001878742164189793,0.2572821926715059,0.009138020738810851,0.047406548933320296,0.040442989164261346,0.04261293761302576,0.00696355976905895,0.1468902488315179,0.004793611320294537,0.10111706985963043
0,2000,5,1.0,1.0,1.0,1.0,3,False,10,0.6,0.1575,0.503,0.009138020738810851,2A_PCA_cum60,,0.015974343472383277,0.059340449119905735,0.05934044911990573,0.126431139820794,0.019337106859176476,0.06626146990508734,0.07067657219501927,0.9820197025931462,0.017980297406853807,0.6952991151360881,0.15322161444022808,0.4340432362277252,0.019957992919141354,0.016010472997220804,0.056544569672131145,0.05773324133770423,0.05290999725398438,0.0013617800909967775,0.3784937026628583,0.009138020738810851,0.047406548933320296,0.04859522059889338,0.04377197651517353,-0.001188671665573085,-0.025073996996596737,0.003634572418146763,0.07666815028571206,0.056544569672131145,0.049581009903072196,0.05175095835183661,0.001878742164189793,0.2572821926715059,0.009138020738810851,0.047406548933320296,0.040442989164261346,0.04261293761302576,0.00696355976905895,0.1468902488315179,0.004793611320294537,0.10111706985963043
0,2000,5,1.0,1.0,1.0,1.0,3,False,10,0.6,0.1575,0.503,0.009138020738810851,2B_clustering,,0.01861320662804584,0.08059022116832637,0.08059022116832634,0.23250511245243888,0.039487521963494865,0.04084777139683275,0.10428013527092217,0.9671919996658669,0.032808000334133114,1.0,0.14098179912942155,0.3786637100557113,0.10630098856785519,0.04632042063819464,0.056544569672131145,0.05407640158186143,0.04487426629191007,0.0,0.0,0.009138020738810851,0.047406548933320296,0.04493838084305058,0.03573624555309922,0.002468168090269715,0.05206386344935843,0.011670303380221077,0.2461749197697548,0.056544569672131145,0.049581009903072196,0.05175095835183661,0.001878742164189793,0.2572821926715059,0.009138020738810851,0.047406548933320296,0.040442989164261346,0.04261293761302576,0.00696355976905895,0.1468902488315179,0.004793611320294537,0.10111706985963043
0,2000,5,1.0,1.0,1.0,1.0,3,False,10,0.6,0.1575,0.503,0.009138020738810851,baseline_random,,0.0007851531373181426,0.019461466122377025,0.019461466122377022,0.006009028481876725,0.005539632527064566,0.0011093799290053982,0.004219346979315562,0.9920446481976456,0.007955351802354405,1.0,0.0053006865701066275,0.011690565657948793,0.0015576867373174874,0.0014558457068691855,0.056544569672131145,0.05540068625327499,0.04888391733287084,0.0,0.0,0.009138020738810851,0.047406548933320296,0.04626266551446414,0.03974589659405999,0.0011438834188561564,0.024129227809117415,0.007660652339260304,0.16159481151086108,0.056544569672131145,0.049581009903072196,0.05175095835183661,0.001878742164189793,0.2572821926715059,0.009138020738810851,0.047406548933320296,0.040442989164261346,0.04261293761302576,0.00696355976905895,0.1468902488315179,0.004793611320294537,0.10111706985963043
0,2000,5,1.0,1.0,1.0,1.0,3,False,10,0.6,0.1575,0.503,0.009138020738810851,baseline_oracle_kmeans,,0.37758172562781844,0.6466246291230436,0.6466246291230436,0.3254457489260785,0.9622624851712669,0.6641418699033862,0.6506167013335772,0.05415143747501062,0.9458485625249894,1.0,0.3922665699598131,0.17404029867494186,0.05217978893417663,0.012161459749339909,0.056544569672131145,0.048039146904296,0.030074887374026187,0.0006974469034132693,0.2854989734312285,0.009138020738810851,0.047406548933320296,0.03890112616548515,0.020936866635215337,0.008505422767835148,0.1794145104255206,0.02646968229810496,0.5583549719119167,0.056544569672131145,0.049581009903072196,0.05175095835183661,0.001878742164189793,0.2572821926715059,0.009138020738810851,0.047406548933320296,0.040442989164261346,0.04261293761302576,0.00696355976905895,0.1468902488315179,0.004793611320294537,0.10111706985963043
