sim_id,n,n_strata,z_effect_scale,zx_influence_scale,x_effect_scale,noise_level,n_z_vars,treatment_effect,em_strength,nonlinear,actual_event_rate,treatment_prevalence,method,error,ARI,NMI,V_measure,eta2_Z1_age,eta2_Z2_sex,eta2_Z3_bmi,eta2_mean,C1,W,direction_consistency_rate,simpson_detected,crude_ate,stratified_ate,true_ate,bias_crude,bias_stratified,bias_reduction,cate_eta2,cate_range,max_SMD_Z1_age,max_SMD_Z2_sex,max_SMD_Z3_bmi,mean_max_SMD
0,2000,3,1.0,0.3,1.0,1.0,3,0.5,0.4,True,0.228,0.486,1A_predicted_prob,,0.0006805678210801087,0.0055845783694628715,0.005584578369462872,0.010205789430904479,0.00018056389656834226,0.0016449088023562707,0.00401042070994303,1.0,0.027407007300124353,1.0,False,0.16289571023682567,0.15706314684135306,0.07052270734689048,0.09237300288993519,0.08654043949446258,0.005832563395472612,0.027407007300124412,0.024573570512423933,0.23513482788535514,0.031491612727736096,0.09535994961348661,0.12066213007552595
0,2000,3,1.0,0.3,1.0,1.0,3,0.5,0.4,True,0.228,0.486,1B_residual,,0.014170118696473421,0.038192124327987784,0.03819212432798778,0.10117932941289472,0.00655436074706114,0.037478446894888606,0.04840404568494816,1.0,0.16124006450956785,0.3333333333333333,True,0.16289571023682567,0.0520294037044037,0.07052270734689048,0.09237300288993519,0.01849330364248678,0.07387969924744842,0.16124006450956796,0.05750512550605945,0.7402170717445914,0.17307060495332788,0.4255869806772966,0.44629155245840524
0,2000,3,1.0,0.3,1.0,1.0,3,0.5,0.4,True,0.228,0.486,1C_cv_decision,,0.0012179452308250926,0.007715295880192206,0.007715295880192205,0.003047056054110381,0.0008611910576251313,0.00029518215728178764,0.0014011430896724334,1.0,0.01960015008644911,1.0,False,0.16289571023682567,0.15961028393783336,0.07052270734689048,0.09237300288993519,0.08908757659094288,0.003285426298992311,0.019600150086449105,0.021192512758255615,0.13307304812629925,0.06295958738472682,0.04055959809268067,0.07886407786790224
0,2000,3,1.0,0.3,1.0,1.0,3,0.5,0.4,True,0.228,0.486,1D_ml_uncertainty,,0.004759124571965114,0.01592024956603864,0.01592024956603864,0.038465258855581816,0.0018942138982021531,0.012905686729406523,0.017755053161063496,1.0,0.0561836201383108,1.0,False,0.16289571023682567,0.1317337646936283,0.07052270734689048,0.09237300288993519,0.06121105734673782,0.031161945543197372,0.05618362013831075,0.03528259353120569,0.4925872465786515,0.10660447828271034,0.2467098910501855,0.2819672053038491
0,2000,3,1.0,0.3,1.0,1.0,3,0.5,0.4,True,0.228,0.486,2B_clustering,,0.0006724481780804939,0.005996508560222907,0.0059965085602229065,6.310437046776066e-05,0.0010491081656166467,0.0012027746423154677,0.0007716623927999582,1.0,0.00025066517678073996,1.0,False,0.16289571023682567,0.16295128045188506,0.07052270734689048,0.09237300288993519,0.09242857310499458,-5.557021505939175e-05,0.00025066517678072175,0.0023572173057156837,0.01969134414656841,0.07812640373007651,0.08325036046357527,0.06035603611340673
0,2000,3,1.0,0.3,1.0,1.0,3,0.5,0.4,True,0.228,0.486,comp_PS_quintile,,0.0019206695358762252,0.006949937821146639,0.00694993782114664,0.0036145900677719933,0.0005705048056369185,0.00104188598277792,0.001742326952062277,1.0,0.008919105936430749,1.0,False,0.16289571023682567,0.15864095154812172,0.07052270734689048,0.09237300288993519,0.08811824420123124,0.004254758688703952,0.008919105936430853,0.013093774603879324,0.139274313061266,0.05848870667735981,0.07747683400492118,0.09174661791451566
0,2000,3,1.0,0.3,1.0,1.0,3,0.5,0.4,True,0.228,0.486,comp_GMM,,-0.0001192475869253491,0.0065637075540335744,0.0065637075540335744,0.00038726484527407465,2.0190462390710303e-06,0.0014274478054256102,0.0006055772323129186,1.0,0.001010959652418153,1.0,False,0.16289571023682567,0.1625779930724189,0.07052270734689048,0.09237300288993519,0.09205528572552843,0.0003177171644067611,0.0010109596524180942,0.004321417207168346,0.044843890722632514,0.003325520938457382,0.0921172794553349,0.046762230372141604
0,2000,3,1.0,0.3,1.0,1.0,3,0.5,0.4,True,0.228,0.486,comp_kmeans_X,,0.0006724481780804939,0.005996508560222907,0.0059965085602229065,6.310437046776066e-05,0.0010491081656166467,0.0012027746423154677,0.0007716623927999582,1.0,0.00025066517678073996,1.0,False,0.16289571023682567,0.16295128045188506,0.07052270734689048,0.09237300288993519,0.09242857310499458,-5.557021505939175e-05,0.00025066517678072175,0.0023572173057156837,0.01969134414656841,0.07812640373007651,0.08325036046357527,0.06035603611340673
0,2000,3,1.0,0.3,1.0,1.0,3,0.5,0.4,True,0.228,0.486,comp_prognostic,,0.0002864910539337873,0.0060125883930526635,0.006012588393052663,0.0032724164160910815,0.00036047843940942433,0.0007266375436457964,0.0014531774663821006,1.0,0.01993328258856797,1.0,False,0.16289571023682567,0.16024546967084316,0.07052270734689048,0.09237300288993519,0.08972276232395268,0.002650240565982509,0.01993328258856803,0.021199658804253105,0.12798472794084456,0.04648207926555934,0.06095727161104245,0.07847469293914879
0,2000,3,1.0,0.3,1.0,1.0,3,0.5,0.4,True,0.228,0.486,2A_PCA_cum40,,0.0006006501550154702,0.006331388599771753,0.006331388599771754,0.00048689789031481934,0.00048690487491937265,0.00033709832199762835,0.00043696702907727343,1.0,0.0006331462451628633,1.0,False,0.16289571023682567,0.16273839304746532,0.07052270734689048,0.09237300288993519,0.09221568570057484,0.00015731718936035088,0.0006331462451627852,0.0033560116360360076,0.05542809832323291,0.04951044967598532,0.042439025651881505,0.049125857883699914
