dataset,method,n_strata,true_ate_riskdiff,error,ARI,NMI,V_measure,eta2_Z1_age,eta2_mean,weighted_entropy_Z2,entropy_reduction_Z2,C1_heterogeneity,W_true,W_est,crude_effect,stratified_effect,re_effect,re_tau2,re_I2,true_ate,bias_crude,bias_stratified,bias_re,bias_reduction,bias_reduction_relative,bias_reduction_re,bias_reduction_relative_re,eta2_Z2_sex,eta2_Z3_bmi
COVID-19 CFR,PS_propensity_score,3,-0.011381879301819713,,0.06407979002635314,0.11926813495259227,0.11926813495259225,0.31588929921310016,0.31588929921310016,,,0.43132043194108005,,0.036985200376400185,0.017880810282458012,0.010353072533873145,0.010597815031310118,0.0,0.0,-0.011381879301819713,0.029262689584277725,0.021734951835692858,0.02197969433312983,0.007527737748584867,0.25724695356196425,0.007282995251147895,0.24888331710496314,,
COVID-19 CFR,GMM,3,-0.011381879301819713,,0.04711262823808509,0.08817378128940918,0.08817378128940918,0.24417541005557444,0.24417541005557444,,,0.38765440025737796,,0.015464879077045857,0.017880810282458012,0.012654732912082549,0.012900629105449169,0.0,0.0,-0.011381879301819713,0.029262689584277725,0.024036612213902263,0.02428250840726888,0.005226077370375462,0.17859183296614445,0.004980181177008845,0.17018877101729568,,
COVID-19 CFR,Prognostic_score,3,-0.011381879301819713,,0.062338870970255054,0.11669032406102627,0.11669032406102625,0.3097996903785506,0.3097996903785506,,,0.30717664901568587,,0.04776591818712106,0.017880810282458012,0.01058408518566724,0.010801963926644955,0.0,0.0,-0.011381879301819713,0.029262689584277725,0.02196596448748695,0.022183843228464666,0.007296725096790774,0.24935250998633984,0.007078846355813059,0.24190689428685963,,
COVID-19 CFR,baseline_random,3,-0.011381879301819713,,-9.887302833341305e-06,6.780423809598725e-05,6.780423809598725e-05,1.6223521056224115e-05,1.6223521056224115e-05,,,0.32947913944600804,,4.653564669143684e-05,0.017880810282458012,0.01781833135724747,0.0178124663394232,3.157798691993504e-05,0.5923048384416941,-0.011381879301819713,0.029262689584277725,0.029200210659067184,0.029194345641242913,6.247892521054135e-05,0.0021351053542293386,6.834394303481192e-05,0.0023355318327107355,,
COVID-19 CFR,baseline_oracle_kmeans,3,-0.011381879301819713,,0.4652169709007699,0.6181158826741505,0.6181158826741504,0.8350512925064006,0.8350512925064006,,,0.9074504049614399,,0.011528157296360364,0.017880810282458012,-0.00334026827807957,-0.0028435954514833602,0.0,0.0,-0.011381879301819713,0.029262689584277725,0.008041611023740142,0.008538283850336352,0.021221078560537582,0.7251923477307176,0.020724405733941374,0.7082194435427491,,
COVID-19 CFR,baseline_oracle_quantile,3,-0.011381879301819713,,0.42458355515072715,0.5843227663721301,0.58432276637213,0.8248144408127364,0.8248144408127364,,,0.4989806944060603,,0.01197054835859146,0.017880810282458012,-0.003277017100683787,-0.003025786846765108,1.02637445718867e-05,0.5487471291917494,-0.011381879301819713,0.029262689584277725,0.008104862201135925,0.008356092455054604,0.0211578273831418,0.723030852041348,0.02090659712922312,0.7144455081277228,,
COVID-19 CFR,1A_predicted_prob,4,-0.011381879301819713,,0.06133589780061675,0.11820685510037711,0.1182068551003771,0.33778084648384765,0.33778084648384765,,,0.2818017353752248,,0.05500471541613483,0.017880810282458012,0.009922627402980123,0.009653537719819588,9.273355576731095e-06,0.26654678434886064,-0.011381879301819713,0.029262689584277725,0.021304506704799837,0.021035417021639302,0.007958182879477887,0.27195664487907034,0.008227272562638423,0.28115230279648584,,
COVID-19 CFR,1B_residual,4,-0.011381879301819713,,0.06359758078674253,0.12268289301553863,0.12268289301553863,0.3467376742985771,0.3467376742985771,,,1.0,,0.05405250523150984,0.017880810282458012,-0.0006931358597963227,0.0003367842466189025,0.0,0.0,-0.011381879301819713,0.029262689584277725,0.01068874344202339,0.011718663548438615,0.018573946142254334,0.6347313389892142,0.01754402603583911,0.5995356641880647,,
COVID-19 CFR,1D_ml_uncertainty,4,-0.011381879301819713,,0.027995170921643633,0.05378178297862904,0.05378178297862904,0.16352739420030013,0.16352739420030013,,,1.0,,0.018523717733446854,0.017880810282458012,0.005250859237971264,0.00043174504923028915,2.6134565247506134e-06,0.6492892169311316,-0.011381879301819713,0.029262689584277725,0.016632738539790977,0.011813624351050002,0.012629951044486748,0.4316059536534391,0.01744906523322772,0.5962905488565469,,
COVID-19 CFR,2A_PCA_cum60,4,-0.011381879301819713,,0.018539292559855362,0.037223382958000754,0.037223382958000754,0.119510840530354,0.119510840530354,,,0.15257423765426348,,0.26776667814872146,0.017880810282458012,0.016094684745555143,0.01578687386948226,6.369546843712086e-05,0.690325506643138,-0.011381879301819713,0.029262689584277725,0.027476564047374856,0.027168753171301973,0.001786125536902869,0.06103764084154861,0.002093936412975752,0.07155652616773767,,
COVID-19 CFR,2B_clustering,4,-0.011381879301819713,,0.037519364173105224,0.07399398474557083,0.07399398474557083,0.22724891020802007,0.22724891020802007,,,0.4776312656309939,,0.005546261270127584,0.017880810282458012,0.013414580200589919,0.013730922022756966,0.0,0.0,-0.011381879301819713,0.029262689584277725,0.02479645950240963,0.02511280132457668,0.004466230081868094,0.15262541295136833,0.004149888259701046,0.14181499782339557,,
COVID-19 CFR,PS_propensity_score,4,-0.011381879301819713,,0.06200488896470299,0.11939124898281966,0.11939124898281968,0.33996386932290357,0.33996386932290357,,,0.5976894361666192,,0.055313064136895296,0.017880810282458012,0.009735877365409156,0.010113995649151967,0.0,0.0,-0.011381879301819713,0.029262689584277725,0.02111775666722887,0.02149587495097168,0.008144932917048854,0.278338492898649,0.007766814633306043,0.26541697785288343,,
COVID-19 CFR,GMM,4,-0.011381879301819713,,0.04067707803934351,0.08012899905774094,0.08012899905774093,0.24312086075476705,0.24312086075476705,,,0.5567125719692232,,0.010046763745573117,0.017880810282458012,0.012273627144781862,0.012546196615823693,0.0,0.0,-0.011381879301819713,0.029262689584277725,0.023655506446601575,0.023928075917643406,0.00560718313767615,0.191615439911196,0.005334613666634319,0.18230086647607757,,
COVID-19 CFR,Prognostic_score,4,-0.011381879301819713,,0.06107457838746064,0.11791013337508285,0.11791013337508285,0.3366221637804928,0.3366221637804928,,,0.27329983449788353,,0.0719432997880447,0.017880810282458012,0.010255460603124537,0.009994161382553884,1.2524244417517802e-06,0.046188373500945595,-0.011381879301819713,0.029262689584277725,0.02163733990494425,0.0213760406843736,0.007625349679333475,0.26058266644876105,0.007886648899904126,0.2695120992617668,,
COVID-19 CFR,baseline_random,4,-0.011381879301819713,,2.3498086226890083e-07,0.00013404674600044612,0.00013404674600044615,2.166297537732903e-05,2.166297537732903e-05,,,0.7098674946489587,,9.801301508149951e-05,0.017880810282458012,0.017845086429395845,0.01779318871280479,6.967383962625697e-06,0.19352323723363002,-0.011381879301819713,0.029262689584277725,0.029226965731215557,0.0291750680146245,3.572385306216744e-05,0.0012207986883530086,8.762156965322343e-05,0.0029943101915109738,,
COVID-19 CFR,baseline_oracle_kmeans,4,-0.011381879301819713,,0.4906932364261903,0.6451809112052758,0.6451809112052759,0.8952227630593886,0.8952227630593886,,,0.2587816447929112,,0.017796277147183792,0.017880810282458012,-0.00782376280168177,-0.006102411429542748,7.419056294601768e-05,0.8606414286703926,-0.011381879301819713,0.029262689584277725,0.0035581165001379433,0.0052794678722769646,0.02570457308413978,0.8784077420535654,0.02398322171200076,0.819583642266652,,
COVID-19 CFR,baseline_oracle_quantile,4,-0.011381879301819713,,0.4537610922529534,0.6274451577684499,0.6274451577684499,0.8837794459322581,0.8837794459322581,,,0.3067990974846204,,0.01532329422946399,0.017880810282458012,-0.005539133937706562,-0.004927709568135938,4.484028762531764e-05,0.8185316387695883,-0.011381879301819713,0.029262689584277725,0.005842745364113151,0.006454169733683774,0.023419944220164572,0.8003346429491449,0.02280851985059395,0.7794403103277467,,
COVID-19 CFR,1A_predicted_prob,9,-0.011381879301819713,,0.04253322941934761,0.10592753202556751,0.10592753202556751,0.36794484670421357,0.36794484670421357,,,0.8333163978255679,,0.10350636435909999,0.017880810282458012,0.008907291669558844,0.009422060853889169,0.0,0.0,-0.011381879301819713,0.029262689584277725,0.020289170971378556,0.020803940155708883,0.008973518612899169,0.3066539248572854,0.008458749428568842,0.2890626100586996,,
COVID-19 CFR,1B_residual,9,-0.011381879301819713,,0.04462717519569636,0.11034840650495517,0.11034840650495517,0.37806962874838485,0.37806962874838485,,,1.0,,0.09407093587618409,0.017880810282458012,-0.005359959328092753,0.0006354448162370232,1.5154097593325352e-06,0.47491147590138705,-0.011381879301819713,0.029262689584277725,0.00602191997372696,0.012017324118056736,0.023240769610550764,0.7942116716105816,0.01724536546622099,0.5893294741945589,,
COVID-19 CFR,1D_ml_uncertainty,9,-0.011381879301819713,,0.019669126380264367,0.04879927808282999,0.04879927808282999,0.18103822704223632,0.18103822704223632,,,1.0,,0.02162770427007632,0.017880810282458012,0.005140776496280285,0.00036666692368358294,2.0442003203885376e-06,0.3620653470417052,-0.011381879301819713,0.029262689584277725,0.016522655798099996,0.011748546225503295,0.012740033786177728,0.4353678341659579,0.01751414335877443,0.5985144772264692,,
COVID-19 CFR,2A_PCA_cum60,9,-0.011381879301819713,,0.012743554425673966,0.033210246802186635,0.033210246802186635,0.13152139706016158,0.13152139706016158,,,0.36928146731825073,,0.32379539293880766,0.017880810282458012,0.01596044639461322,0.015317923804602934,7.927387799735265e-06,0.10869670161955741,-0.011381879301819713,0.029262689584277725,0.027342325696432933,0.026699803106422646,0.001920363887844792,0.0656249960316897,0.0025628864778550788,0.08758205463219171,,
COVID-19 CFR,2B_clustering,9,-0.011381879301819713,,0.023837056142451008,0.05925933195590419,0.05925933195590419,0.2216636436273353,0.2216636436273353,,,0.5651418688503272,,0.24077680342202257,0.017880810282458012,0.012156025577354908,0.01208220208089769,0.0,0.0,-0.011381879301819713,0.029262689584277725,0.02353790487917462,0.023464081382717404,0.0057247847051031045,0.19563426282520935,0.005798608201560321,0.19815704858092742,,
COVID-19 CFR,PS_propensity_score,9,-0.011381879301819713,,0.043210834723431145,0.10741925072927457,0.10741925072927457,0.3719677318632648,0.3719677318632648,,,0.6832900606145116,,0.10438956005092093,0.017880810282458012,0.009081051657978303,0.009190584715219559,0.0,0.0,-0.011381879301819713,0.029262689584277725,0.020462930959798016,0.02057246401703927,0.008799758624479709,0.30071598849914494,0.008690225567238453,0.2969728924680779,,
COVID-19 CFR,GMM,9,-0.011381879301819713,,0.021802903033164393,0.055737143645527884,0.0557371436455279,0.2136997332514899,0.2136997332514899,,,0.7617957564419514,,0.10635815519722491,0.017880810282458012,0.013551724194956585,0.013496873858971666,0.0,0.0,-0.011381879301819713,0.029262689584277725,0.0249336034967763,0.024878753160791377,0.004329086087501426,0.14793876260189565,0.004383936423486348,0.1498131745839847,,
COVID-19 CFR,Prognostic_score,9,-0.011381879301819713,,0.04234047795299268,0.1054380715129948,0.10543807151299478,0.36654714044622355,0.36654714044622355,,,0.8208060128899894,,0.13230153747775475,0.017880810282458012,0.008990318175302842,0.009506383275718166,0.0,0.0,-0.011381879301819713,0.029262689584277725,0.020372197477122555,0.020888262577537876,0.00889049210715517,0.3038166427440032,0.008374427006739849,0.28618104233451136,,
COVID-19 CFR,baseline_random,9,-0.011381879301819713,,3.346187582998825e-05,0.00033867930545458793,0.000338679305454588,0.00012354341594850764,0.00012354341594850764,,,0.731281740848305,,0.00022495560831747863,0.017880810282458012,0.017818946938573266,0.017800353844135457,0.0,0.0,-0.011381879301819713,0.029262689584277725,0.02920082624039298,0.02918223314595517,6.186334388474587e-05,0.0021140689650750444,8.045643832255492e-05,0.00274945466276566,,
COVID-19 CFR,baseline_oracle_kmeans,9,-0.011381879301819713,,0.6854583234000313,0.772914145010615,0.772914145010615,0.9803164440371772,0.9803164440371772,,,0.30279761872056044,,0.02201745774066388,0.017880810282458012,-0.01044538884072726,-0.009047904750204347,9.424674180491934e-05,0.7885302262263624,-0.011381879301819713,0.029262689584277725,0.0009364904610924523,0.0023339745516153653,0.02832619912318527,0.9679971159727023,0.026928715032662358,0.9202406004105185,,
COVID-19 CFR,baseline_oracle_quantile,9,-0.011381879301819713,,0.5019638931898315,0.6952986602409466,0.6952986602409466,0.96477437211694,0.96477437211694,,,0.6616180616271949,,0.020997486156854595,0.017880810282458012,-0.00885091623481187,-0.007240133363682173,5.758852340796821e-05,0.6904627975129438,-0.011381879301819713,0.029262689584277725,0.0025309630670078426,0.0041417459381375395,0.026731726517269884,0.9135088707509756,0.025120943646140186,0.8584632514311733,,
Kidney Stone,1A_predicted_prob,2,-0.053671217385603764,,0.7791208680554057,0.6793759823098369,0.6793759823098369,0.7424889966351862,0.7424889966351862,,,1.0,,0.11893345465270067,0.04571428571428571,-0.03270445478723405,-0.03682650518025189,0.0,0.0,-0.053671217385603764,0.09938550309988947,0.020966762598369715,0.016844712205351872,0.07841874050151976,0.7890360068178491,0.0825407908945376,0.830511375603525,,
Kidney Stone,1B_residual,2,-0.053671217385603764,,0.5469521220904745,0.44297551540683705,0.44297551540683705,0.5215539868209066,0.5215539868209066,,,1.0,,0.07574948625329148,0.04571428571428571,-0.09544770918161474,-0.08609269328648562,0.01689620332051876,0.9158151450320655,-0.053671217385603764,0.09938550309988947,0.04177649179601098,0.03242147590088186,0.05760901130387849,0.5796520569602325,0.06696402719900761,0.6737806330939837,,
Kidney Stone,1D_ml_uncertainty,2,-0.053671217385603764,,0.17522052995958168,0.13135953929660482,0.13135953929660482,0.12817500701721685,0.12817500701721685,,,1.0,,0.019318782973076543,0.04571428571428571,-0.029692578548212334,-0.005927103904678689,0.00038862707380921336,0.21333132411281736,-0.053671217385603764,0.09938550309988947,0.02397863883739143,0.047744113480925075,0.07540686426249804,0.7587310212306195,0.051641389618964396,0.5196068642633035,,
Kidney Stone,2A_PCA_cum60,2,-0.053671217385603764,,0.41981520880714307,0.3296460878792281,0.32964608787922806,0.41069015441151024,0.41069015441151024,,,1.0,,0.051143028404950996,0.04571428571428571,0.019441693261435744,0.01680646017904629,0.0,0.0,-0.053671217385603764,0.09938550309988947,0.07311291064703951,0.07047767756465005,0.026272592452849963,0.26435034922994904,0.02890782553523942,0.29086561554339574,,
Kidney Stone,2B_clustering,2,-0.053671217385603764,,0.8514528773616632,0.7660852368437361,0.7660852368437361,0.7930072520518848,0.7930072520518848,,,1.0,,0.17117797931921197,0.04571428571428571,-0.03467492260061916,-0.03717814625007534,0.0,0.0,-0.053671217385603764,0.09938550309988947,0.018996294784984602,0.016493071135528427,0.08038920831490487,0.80886251824985,0.08289243196436105,0.8340495281394136,,
Kidney Stone,PS_propensity_score,2,-0.053671217385603764,,0.9603432892015534,0.9291252238549076,0.9291252238549076,0.8600626057810038,0.8600626057810038,,,0.9772358845112474,,0.15425493658732636,0.04571428571428571,-0.04572697003329629,-0.051989870659827755,0.0,0.0,-0.053671217385603764,0.09938550309988947,0.007944247352307476,0.001681346725776009,0.091441255747582,0.9200663365931453,0.09770415637411346,0.9830825756943029,,
Kidney Stone,GMM,2,-0.053671217385603764,,0.9659594979116253,0.9288155862430016,0.9288155862430016,0.8619991801528891,0.8619991801528891,,,0.8304108020349521,,0.16722890105006072,0.04571428571428571,-0.048546714081911024,-0.05553665699717829,0.0,0.0,-0.053671217385603764,0.09938550309988947,0.00512450330369274,0.0018654396115745236,0.09426099979619673,0.9484381208138348,0.09752006348831495,0.9812302644410863,,
Kidney Stone,Prognostic_score,2,-0.053671217385603764,,0.5640214298924032,0.4588852266954788,0.4588852266954788,0.5758195152491153,0.5758195152491153,,,1.0,,0.012859156200729527,0.04571428571428571,-0.012363828263409815,-0.017484380499805333,0.0,0.0,-0.053671217385603764,0.09938550309988947,0.04130738912219395,0.036186836885798435,0.05807811397769552,0.5843720881437096,0.06319866621409104,0.6358942123638687,,
Kidney Stone,baseline_random,2,-0.053671217385603764,,-0.001301215692749586,9.14721337832637e-05,9.14721337832637e-05,0.0007455472062910266,0.0007455472062910266,,,0.36580374620720735,,0.0001795579864638519,0.04571428571428571,0.04727196973904877,0.04928855875547853,0.0022428240686257184,0.5574969428016153,-0.053671217385603764,0.09938550309988947,0.10094318712465253,0.10295977614108229,-0.0015576840247630563,-0.015673151276373476,-0.003574273041192816,-0.03596372639579459,,
Kidney Stone,baseline_oracle_kmeans,2,-0.053671217385603764,,0.9715920322700451,0.940771398011847,0.940771398011847,0.8646507349367646,0.8646507349367646,,,0.8698105732711254,,0.16780242550141833,0.04571428571428571,-0.047123203567558745,-0.0540147403486367,0.0,0.0,-0.053671217385603764,0.09938550309988947,0.006548013818045019,0.000343522963032937,0.09283748928184446,0.9341150005402317,0.09904198013685653,0.9965435304715652,,
Kidney Stone,baseline_oracle_quantile,2,-0.053671217385603764,,0.9603432892015534,0.9291252238549076,0.9291252238549076,0.8621301299490374,0.8621301299490374,,,1.0,,0.1675778569125922,0.04571428571428571,-0.04730576441102763,-0.05226750771562723,0.0,0.0,-0.053671217385603764,0.09938550309988947,0.006365452974576136,0.0014037096699765356,0.09302005012531334,0.9359518966445397,0.09798179342991294,0.985876112449059,,
Kidney Stone,1A_predicted_prob,3,-0.053671217385603764,,0.4364700306077488,0.49793294768162144,0.4979329476816215,0.6989923791388665,0.6989923791388665,,,1.0,,0.09741343300822503,0.04571428571428571,-0.015749369159701324,-0.01752297709491543,0.0,0.0,-0.053671217385603764,0.09938550309988947,0.037921848225902444,0.03614824029068833,0.06146365487398703,0.6184368238515803,0.06323726280920114,0.63628256472821,,
Kidney Stone,1B_residual,3,-0.053671217385603764,,0.3312712274404013,0.3569239070352372,0.3569239070352372,0.5166529473283861,0.5166529473283861,,,1.0,,0.06174593642035231,0.04571428571428571,-0.06714748181151657,-0.016786591782266214,0.0008806251776821211,0.7985025563575991,-0.053671217385603764,0.09938550309988947,0.013476264425912807,0.03688462560333755,0.08590923867397667,0.8644041232817606,0.06250087749655192,0.6288731811694319,,
Kidney Stone,1D_ml_uncertainty,3,-0.053671217385603764,,0.16217134778443013,0.14802975884513578,0.14802975884513578,0.18133496727156806,0.18133496727156806,,,1.0,,0.03421028069704257,0.04571428571428571,-0.03892570811858508,-0.0017453968444287003,0.00011230630190745465,0.39787590900846825,-0.053671217385603764,0.09938550309988947,0.014745509267018682,0.05192582054117506,0.0846399938328708,0.8516331979303018,0.04745968255871441,0.4775312402555739,,
Kidney Stone,2A_PCA_cum60,3,-0.053671217385603764,,0.3145068037391371,0.3105855953624099,0.3105855953624099,0.464097687541871,0.464097687541871,,,1.0,,0.056450767629213305,0.04571428571428571,0.006177026650062572,0.003455849605253421,0.0,0.0,-0.053671217385603764,0.09938550309988947,0.05984824403566634,0.057127066990857185,0.03953725906422313,0.3978171647879609,0.04225843610903229,0.42519718460910305,,
Kidney Stone,2B_clustering,3,-0.053671217385603764,,0.5643541337933756,0.5431474028930917,0.5431474028930917,0.7265149814600287,0.7265149814600287,,,1.0,,0.406625141015158,0.04571428571428571,-0.037826762303502515,-0.035809018241348266,0.0,0.0,-0.053671217385603764,0.09938550309988947,0.01584445508210125,0.0178621991442555,0.08354104801778822,0.840575792365045,0.08152330395563398,0.8202735953723279,,
Kidney Stone,PS_propensity_score,3,-0.053671217385603764,,0.44438610970180914,0.5165857696503173,0.5165857696503174,0.8381713528389819,0.8381713528389819,,,1.0,,0.12854691985590883,0.04571428571428571,-0.008582021255637609,-0.006277915056006386,0.0,0.0,-0.053671217385603764,0.09938550309988947,0.045089196129966154,0.047393302329597375,0.05429630696992332,0.5463201903335105,0.051992200770292096,0.5231366663006802,,
Kidney Stone,GMM,3,-0.053671217385603764,,0.7375701269152345,0.7512924919764072,0.7512924919764074,0.8640382450752554,0.8640382450752554,,,0.729986082197311,,0.28209590103851545,0.04571428571428571,-0.04618614410542855,-0.04747703987621731,0.0005351856893327068,0.1146890934409902,-0.053671217385603764,0.09938550309988947,0.007485073280175211,0.006194177509386452,0.09190042981971426,0.9246864678779945,0.09319132559050303,0.9376752411952791,,
Kidney Stone,Prognostic_score,3,-0.053671217385603764,,0.3675641603117234,0.3814132466223922,0.3814132466223922,0.5967835530754038,0.5967835530754038,,,1.0,,0.00213830939185089,0.04571428571428571,-0.006781602187389605,-0.01798911642365476,0.0,0.0,-0.053671217385603764,0.09938550309988947,0.04688961519821416,0.035682100961949,0.05249588790167531,0.5282046804040749,0.06370340213794047,0.6409727792383768,,
