dataset,method,n_strata,true_ate_riskdiff,error,ARI,NMI,V_measure,eta2_Z1_age,eta2_mean,weighted_entropy_Z2,entropy_reduction_Z2,C1_heterogeneity,W_true,W_est,crude_effect,stratified_effect,re_effect,re_tau2,re_I2,true_ate,bias_crude,bias_stratified,bias_re,bias_reduction,bias_reduction_relative,bias_reduction_re,bias_reduction_relative_re,eta2_Z2_sex,eta2_Z3_bmi
COVID-19 CFR,1A_predicted_prob,2,-0.011381879301819713,,0.05627587401819445,0.10666589054210271,0.1066658905421027,0.2542958934657826,0.2542958934657826,,,0.15844284404436138,,0.00890875309986039,0.017880810282458012,0.012168093897920333,0.012329563500921908,0.0,0.0,-0.011381879301819713,0.029262689584277725,0.023549973199740046,0.023711442802741622,0.005712716384537679,0.19522184958716204,0.0055512467815361025,0.1897039151356299,,
COVID-19 CFR,1B_residual,2,-0.011381879301819713,,0.0576475614056339,0.10975228835904759,0.10975228835904759,0.2603332657187119,0.2603332657187119,,,1.0,,0.008905005316621861,0.017880810282458012,0.0046715148372696545,0.004014086512309305,3.4083629166669005e-05,0.8130001101554587,-0.011381879301819713,0.029262689584277725,0.016053394139089367,0.015395965814129019,0.013209295445188358,0.4514040108017089,0.013866723770148706,0.4738704461943589,,
COVID-19 CFR,1D_ml_uncertainty,2,-0.011381879301819713,,0.026629784525651463,0.05030026677970167,0.05030026677970166,0.12555826854603813,0.12555826854603813,,,1.0,,0.007305291214380394,0.017880810282458012,0.007851252083339805,0.007468020380045453,0.00011989873971935021,0.9294397174009816,-0.011381879301819713,0.029262689584277725,0.019233131385159516,0.018849899681865165,0.010029558199118209,0.3427421860944353,0.01041278990241256,0.3558384430940056,,
COVID-19 CFR,2A_PCA_cum60,2,-0.011381879301819713,,0.017998765658852094,0.03455582603727789,0.03455582603727789,0.0892214061616695,0.0892214061616695,,,0.35794056831686527,,0.17345872064796108,0.017880810282458012,0.015548479842412718,0.015700399558589304,0.0,0.0,-0.011381879301819713,0.029262689584277725,0.026930359144232432,0.027082278860409016,0.0023323304400452924,0.07970321502157507,0.0021804107238687087,0.07451163084613388,,
COVID-19 CFR,2B_clustering,2,-0.011381879301819713,,0.05638395925821529,0.10657414556609217,0.10657414556609215,0.254220724050879,0.254220724050879,,,0.16248273446220096,,0.014045922772711217,0.017880810282458012,0.012311085605166706,0.012482515653395757,0.0,0.0,-0.011381879301819713,0.029262689584277725,0.02369296490698642,0.02386439495521547,0.0055697246772913045,0.190335364124691,0.005398294629062255,0.18447704929907238,,
COVID-19 CFR,PS_propensity_score,2,-0.011381879301819713,,0.05695345071129946,0.1078183777257313,0.1078183777257313,0.2566665386287542,0.2566665386287542,,,0.20226091757691733,,0.01031856251969665,0.017880810282458012,0.011996529104596117,0.0121707831119457,0.0,0.0,-0.011381879301819713,0.029262689584277725,0.023378408406415828,0.023552662413765413,0.005884281177861897,0.20108476908504702,0.005710027170512312,0.1951299505148768,,
COVID-19 CFR,GMM,2,-0.011381879301819713,,0.05668914903521574,0.10626386010123445,0.10626386010123445,0.2539982378924769,0.2539982378924769,,,0.2159558779875711,,0.012278108589031111,0.017880810282458012,0.012117633651505894,0.012294321932101086,0.0,0.0,-0.011381879301819713,0.029262689584277725,0.023499512953325606,0.0236762012339208,0.005763176630952119,0.19694623812189027,0.005586488350356925,0.19090823262392242,,
COVID-19 CFR,Prognostic_score,2,-0.011381879301819713,,0.05585839834252976,0.10608518143712463,0.10608518143712463,0.25283458533771735,0.25283458533771735,,,0.1276854260627247,,0.015285492123192856,0.017880810282458012,0.012497950913950239,0.01261920735951691,0.0,0.0,-0.011381879301819713,0.029262689584277725,0.02387983021576995,0.024001086661336622,0.005382859368507773,0.1839495769179016,0.005261602922941103,0.17980585509023272,,
COVID-19 CFR,baseline_random,2,-0.011381879301819713,,6.468255277761495e-06,6.940710186608879e-05,6.940710186608879e-05,9.844825504572195e-06,9.844825504572195e-06,,,0.5010418067231761,,6.83839453974322e-06,0.017880810282458012,0.017850998941597713,0.017897263012657472,8.970265985114473e-06,0.3814497321341949,-0.011381879301819713,0.029262689584277725,0.029232878243417425,0.029279142314477185,2.9811340860299435e-05,0.0010187491745911048,-1.645273019946006e-05,-0.0005622425837541467,,
COVID-19 CFR,baseline_oracle_kmeans,2,-0.011381879301819713,,0.27865433279783924,0.45814359345281064,0.45814359345281064,0.6735777874990208,0.6735777874990208,,,1.0,,0.005771082031725494,0.017880810282458012,0.0033504905569300206,0.0028424330522972504,8.348270498681162e-06,0.511465275587342,-0.011381879301819713,0.029262689584277725,0.014732369858749733,0.014224312354116963,0.014530319725527992,0.49654764930886086,0.015038377230160762,0.5139096044760216,,
COVID-19 CFR,baseline_oracle_quantile,2,-0.011381879301819713,,0.23915341532175455,0.421655529925458,0.421655529925458,0.6668400637244646,0.6668400637244646,,,1.0,,0.007073902814547783,0.017880810282458012,0.0023421268774399193,0.0018220808713573626,1.98390980360047e-06,0.19031151478906005,-0.011381879301819713,0.029262689584277725,0.013724006179259632,0.013203960173177076,0.015538683405018093,0.5310066718326099,0.016058729411100647,0.5487783125625162,,
COVID-19 CFR,1A_predicted_prob,3,-0.011381879301819713,,0.06274976568148262,0.11731483655638347,0.11731483655638346,0.31114721352669084,0.31114721352669084,,,0.36413300835487983,,0.034626989784379725,0.017880810282458012,0.01052145499201782,0.010711927599975747,0.0,0.0,-0.011381879301819713,0.029262689584277725,0.021903334293837534,0.02209380690179546,0.007359355290440191,0.25149278466850944,0.0071688826824822666,0.24498372447397887,,
COVID-19 CFR,1B_residual,3,-0.011381879301819713,,0.06483997767264593,0.12132092920896825,0.12132092920896827,0.31893555750107716,0.31893555750107716,,,1.0,,0.03541932467677589,0.017880810282458012,0.0012760477665378276,0.0003123764671566418,0.0,0.0,-0.011381879301819713,0.029262689584277725,0.01265792706835754,0.011694255768976354,0.016604762515920184,0.5674380158425902,0.01756843381530137,0.6003697563309611,,
COVID-19 CFR,1D_ml_uncertainty,3,-0.011381879301819713,,0.02858540683888086,0.05315632207329146,0.05315632207329147,0.14933595765219773,0.14933595765219773,,,1.0,,0.016091115443132575,0.017880810282458012,0.005914457461392624,0.0010638415111550866,4.3777135251233825e-06,0.8009783694275312,-0.011381879301819713,0.029262689584277725,0.017296336763212336,0.012445720812974799,0.011966352821065389,0.408928673032662,0.016816968771302926,0.5746897845076536,,
COVID-19 CFR,2A_PCA_cum60,3,-0.011381879301819713,,0.019581121106420962,0.03782796894912915,0.03782796894912915,0.11187168105502258,0.11187168105502258,,,0.11741762464115924,,0.23570071857064723,0.017880810282458012,0.016392023091961118,0.01635402394457267,3.529208143263995e-05,0.6146194139064534,-0.011381879301819713,0.029262689584277725,0.02777390239378083,0.02773590324639238,0.0014887871904968944,0.05087663545789689,0.0015267863378853434,0.05217518825424905,,
COVID-19 CFR,2B_clustering,3,-0.011381879301819713,,0.04467735244222698,0.08445922764745918,0.08445922764745917,0.2361789614939765,0.2361789614939765,,,0.4390918431861992,,0.007847002651227175,0.017880810282458012,0.01277349080397389,0.01291077215102582,0.0,0.0,-0.011381879301819713,0.029262689584277725,0.024155370105793602,0.02429265145284553,0.005107319478484123,0.17453349473481705,0.0049700381314321945,0.1698421506033574,,
